id_site;id_client;libelle;type_site;adresse;code_postal;ville;code_insee;region;latitude;longitude;surface_m2;date_ouverture;date_fermeture;actif
SIT-00162;CLI-00132;Siège Villeurbanne;Siège;164 avenue Jean Jaurès;69100;Villeurbanne;69266;Auvergne-Rhône-Alpes;45.7973;4.8854;483;2022-06-14;;oui
SIT-00163;CLI-00133;Siège Chambéry;Siège;25 avenue du Général Leclerc;73000;Chambéry;73065;Auvergne-Rhône-Alpes;45.5529;5.9274;1260;2024-04-02;;oui
SIT-00164;CLI-00134;Siège Tarbes;Siège;84 chemin des Vignes;65000;Tarbes;65440;Occitanie;43.2271;0.0739;1542;2024-09-26;;oui
SIT-00165;CLI-00135;Siège Angoulême;Siège;113 place du Marché;16000;Angoulême;16015;Nouvelle-Aquitaine;45.6226;0.1932;1005;2017-06-11;;oui
SIT-00166;CLI-00135;Usine Nîmes;Usine;151 rue Pasteur;30000;Nîmes;30189;Occitanie;43.8519;4.334;501;2019-02-26;;oui
SIT-00167;CLI-00135;Entrepôt Valence;Entrepôt;85 route de Bordeaux;26000;Valence;26362;Auvergne-Rhône-Alpes;44.9462;4.8494;1218;2023-01-15;;oui
SIT-00168;CLI-00135;Agence Grenoble;Agence;65 place du Marché;38000;Grenoble;38185;Auvergne-Rhône-Alpes;45.1765;5.6718;2794;2022-05-14;;oui
SIT-00169;CLI-00137;Siège Carcassonne;Siège;11 rue des Acacias;11000;Carcassonne;11069;Occitanie;43.2434;2.3568;478;2018-10-19;;oui
SIT-00170;CLI-00138;Siège Roanne;Siège;106 rue de l’Industrie;42300;Roanne;42187;Auvergne-Rhône-Alpes;46.0546;4.0565;40;2025-07-07;;oui
SIT-00171;CLI-00138;Agence Valence;Agence;19 allée des Peupliers;26000;Valence;26362;Auvergne-Rhône-Alpes;44.8971;4.8505;799;2020-02-13;;oui
SIT-00172;CLI-00139;Siège Bourg-en-Bresse;Siège;56 boulevard Victor Hugo;01000;Bourg-en-Bresse;01053;Auvergne-Rhône-Alpes;46.2057;5.2376;40;2021-10-01;;oui
SIT-00173;CLI-00140;Siège Arles;Siège;126 quai des Docks;13200;Arles;13004;Provence-Alpes-Côte d’Azur;43.6541;4.5989;856;2020-01-18;;oui
SIT-00174;CLI-00141;Siège Bordeaux;Siège;99 impasse des Lilas;33000;Bordeaux;33063;Nouvelle-Aquitaine;44.8262;-0.5998;1412;2021-08-03;;oui
SIT-00175;CLI-00143;Siège Lyon;Siège;52 avenue de la Gare;69001;Lyon;69123;Auvergne-Rhône-Alpes;45.7521;4.8625;1629;2018-01-20;;oui
SIT-00176;CLI-00143;Point de vente Rodez;Point de vente;20 avenue du Général Leclerc;12000;Rodez;12202;Occitanie;44.3675;2.5204;1247;2021-09-13;;oui
SIT-00177;CLI-00144;Siège Troyes;Siège;19 rue Pasteur;10000;Troyes;10387;Grand Est;48.2827;4.0634;40;2024-09-24;;oui
SIT-00178;CLI-00144;Usine Nîmes;Usine;96 avenue de la Gare;30000;Nîmes;30189;Occitanie;43.8333;4.3966;1191;2022-04-12;;oui
SIT-00179;CLI-00144;Point de vente Périgueux;Point de vente;169 place du Marché;24000;Périgueux;24322;Nouvelle-Aquitaine;45.2051;0.7004;418;2020-04-19;;oui
SIT-00180;CLI-00144;Agence Montpellier;Agence;147 rue du Commerce;34000;Montpellier;34172;Occitanie;43.6306;3.8369;634;2019-06-16;;oui
SIT-00181;CLI-00145;Siège Nancy;Siège;65 route de Bordeaux;54000;Nancy;54395;Grand Est;48.7198;6.1492;1788;2022-11-03;;oui
SIT-00182;CLI-00145;Usine Saint-Malo;Usine;134 place du Marché;35400;Saint-Malo;35288;Bretagne;48.6151;-2.0182;1467;2017-04-26;;oui
SIT-00183;CLI-00145;Point de vente Auxerre;Point de vente;118 chemin des Vignes;89000;Auxerre;89024;Bourgogne-Franche-Comté;47.8486;3.5243;1770;2022-11-06;;oui
SIT-00184;CLI-00146;Siège Blois;Siège;4 impasse des Lilas;41000;Blois;41018;Centre-Val de Loire;47.5763;1.3677;1936;2018-01-29;;oui
SIT-00185;CLI-00146;Agence Saint-Malo;Agence;170 rue Pasteur;35400;Saint-Malo;35288;Bretagne;48.6784;-2.0451;482;2022-02-16;;oui
SIT-00186;CLI-00147;Siège Saint-Nazaire;Siège;140 boulevard Victor Hugo;44600;Saint-Nazaire;44184;Pays de la Loire;47.2555;-2.1759;1622;2019-08-05;;oui
SIT-00187;CLI-00148;Siège Albi;Siège;124 chemin des Vignes;81000;Albi;81004;Occitanie;43.8853;2.1872;824;2016-10-28;;oui
SIT-00188;CLI-00148;Point de vente Villeurbanne;Point de vente;85 avenue Jean Jaurès;69100;Villeurbanne;69266;Auvergne-Rhône-Alpes;45.7576;4.8456;908;2024-07-21;;oui
SIT-00189;CLI-00148;Usine Nevers;Usine;78 rue des Acacias;58000;Nevers;58194;Bourgogne-Franche-Comté;46.9943;3.1744;536;2021-11-28;;oui
SIT-00190;CLI-00149;Siège Saint-Quentin;Siège;23 avenue du Général Leclerc;02100;Saint-Quentin;02691;Hauts-de-France;49.8163;3.2671;1494;2022-02-27;2022-10-09;non
SIT-00191;CLI-00151;Siège Carcassonne;Siège;166 avenue Jean Jaurès;11000;Carcassonne;11069;Occitanie;43.22;2.3396;1388;2024-05-23;;oui
SIT-00192;CLI-00152;Siège Grenoble;Siège;81 avenue Jean Jaurès;38000;Grenoble;38185;Auvergne-Rhône-Alpes;45.2262;5.733;40;2022-08-08;;oui
SIT-00193;CLI-00153;Siège Châteauroux;Siège;158 rue de la République;36000;Châteauroux;36044;Centre-Val de Loire;46.7732;1.7398;503;2021-04-02;;oui
SIT-00194;CLI-00154;Siège Gap;Siège;4 avenue du Général Leclerc;05000;Gap;05061;Provence-Alpes-Côte d’Azur;44.6095;6.0849;518;2026-05-24;;oui
SIT-00195;CLI-00155;Siège Saint-Brieuc;Siège;121 avenue du Général Leclerc;22000;Saint-Brieuc;22278;Bretagne;48.5189;-2.751;526;2017-02-16;;oui
SIT-00196;CLI-00156;Siège Toulon;Siège;98 avenue Jean Jaurès;83000;Toulon;83137;Provence-Alpes-Côte d’Azur;43.0714;5.9234;40;2024-12-19;;oui
SIT-00197;CLI-00157;Siège Valence;Siège;177 rue de la République;26000;Valence;26362;Auvergne-Rhône-Alpes;44.9038;4.8609;40;2021-04-06;;oui
SIT-00198;CLI-00158;Siège Saint-Quentin;Siège;95 chemin des Vignes;02100;Saint-Quentin;02691;Hauts-de-France;49.844;3.2945;620;2020-10-18;;oui
SIT-00199;CLI-00160;Siège Villeurbanne;Siège;27 avenue de la Gare;69100;Villeurbanne;69266;Auvergne-Rhône-Alpes;45.8086;4.9175;1644;2019-12-13;;oui
SIT-00200;CLI-00161;Siège Salon-de-Provence;Siège;77 avenue du Général Leclerc;13300;Salon-de-Provence;13103;Provence-Alpes-Côte d’Azur;43.6577;5.1174;1720;2022-09-15;;oui
SIT-00201;CLI-00161;Entrepôt Aix-en-Provence;Entrepôt;90 avenue de la Gare;13100;Aix-en-Provence;13001;Provence-Alpes-Côte d’Azur;43.5409;5.4315;40;2017-07-02;;oui
SIT-00202;CLI-00162;Siège Mulhouse;Siège;45 route de Bordeaux;24000;Mulhouse;68224;Grand Est;47.7634;7.3359;1033;2025-09-06;;oui
SIT-00203;CLI-00162;Point de vente Bastia;Point de vente;91 quai des Docks;20200;Bastia;2B033;Corse;42.7228;9.4189;1448;2020-08-12;;oui
SIT-00204;CLI-00163;Siège Perpignan;Siège;112 place du Marché;66000;Perpignan;66136;Occitanie;42.6597;2.9442;561;2018-10-15;;oui
SIT-00205;CLI-00164;Siège Cannes;Siège;159 avenue de la Gare;06400;Cannes;06029;Provence-Alpes-Côte d’Azur;43.5327;7.0132;766;2023-05-18;;oui
SIT-00206;CLI-00164;Usine Perpignan;Usine;11 boulevard Victor Hugo;66000;Perpignan;66136;Occitanie;42.7166;2.94;82;2026-04-04;;oui
SIT-00207;CLI-00165;Siège Cherbourg-en-Cotentin;Siège;64 avenue du Général Leclerc;50100;Cherbourg-en-Cotentin;50129;Normandie;49.6123;-1.5982;76;2016-06-04;;oui
SIT-00208;CLI-00166;Siège Boulogne-Billancourt;Siège;48 rue de l’Industrie;92100;Boulogne-Billancourt;92012;Île-de-France;48.8405;2.1983;741;2021-04-09;;oui
SIT-00209;CLI-00166;Usine Albi;Usine;80 rue Pasteur;81000;Albi;81004;Occitanie;43.9148;2.1201;2522;2022-01-25;;oui
SIT-00210;CLI-00167;Siège Tours;Siège;67 route de Bordeaux;37000;Tours;37261;Centre-Val de Loire;47.3402;0.6745;40;2018-02-20;;oui
SIT-00211;CLI-00167;Point de vente Fréjus;Point de vente;114 rue de la République;83600;Fréjus;83061;Provence-Alpes-Côte d’Azur;43.4537;6.7282;1762;2019-01-24;;oui
SIT-00212;CLI-00167;Entrepôt Le Mans;Entrepôt;38 route de Bordeaux;72000;Le Mans;72181;Pays de la Loire;48.0343;0.2371;629;2021-03-13;;oui
SIT-00213;CLI-00167;Usine Versailles;Usine;80 impasse des Lilas;78000;Versailles;78646;Île-de-France;48.8017;2.0898;40;2020-11-21;2025-08-12;non
SIT-00214;CLI-00168;Siège Béziers;Siège;46 rue de l’Industrie;34500;Béziers;34032;Occitanie;43.3433;3.2495;678;2021-11-13;2025-04-25;non
SIT-00215;CLI-00169;Siège CRÉTEIL;Siège;74 impasse des Lilas;94000;CRÉTEIL;94028;Île-de-France;48.7815;2.4972;40;2017-09-28;;oui
SIT-00216;CLI-00169;Point de vente Narbonne;Point de vente;104 rue de la République;11100;Narbonne;11262;Occitanie;43.1949;2.9534;824;2025-11-10;;oui
SIT-00217;CLI-00170;Siège Chartres;Siège;58 quai des Docks;28000;Chartres;28085;Centre-Val de Loire;48.4748;1.5205;40;2020-02-17;;oui
SIT-00218;CLI-00171;Siège Tours;Siège;115 avenue du Général Leclerc;37000;Tours;37261;Centre-Val de Loire;47.3487;0.7201;669;2016-08-19;;oui
SIT-00219;CLI-00173;Siège Orléans;Siège;45 avenue du Général Leclerc;45000;Orléans;45234;Centre-Val de Loire;47.908;1.8522;213;2017-08-13;;oui
SIT-00220;CLI-00175;Siège Chartres;Siège;41 place du Marché;28000;Chartres;28085;Centre-Val de Loire;48.4425;1.5193;1447;2026-05-31;;oui
SIT-00221;CLI-00176;Siège Angoulême;Siège;75 avenue du Général Leclerc;16000;Angoulême;16015;Nouvelle-Aquitaine;45.6653;0.1139;2042;2016-05-06;;oui
SIT-00222;CLI-00176;Point de vente Cherbourg-en-Cotentin;Point de vente;26 rue du Commerce;50100;Cherbourg-en-Cotentin;50129;Normandie;49.6642;-1.6387;902;2026-03-29;;oui
SIT-00223;CLI-00176;Entrepôt Colmar;Entrepôt;42 avenue Jean Jaurès;68000;Colmar;68066;Grand Est;48.0676;7.3479;883;2023-01-04;2022-06-26;non
SIT-00224;CLI-00178;Siège Narbonne;Siège;15 boulevard Victor Hugo;11100;Narbonne;11262;Occitanie;43.2038;2.9579;1038;2016-08-08;;oui
SIT-00225;CLI-00179;Siège Roanne;Siège;158 rue des Acacias;42300;Roanne;42187;Auvergne-Rhône-Alpes;46.0244;4.1136;1098;2025-04-08;;oui
SIT-00226;CLI-00180;Siège Cherbourg-en-Cotentin;Siège;162 route de Bordeaux;50100;Cherbourg-en-Cotentin;50129;Normandie;49.5906;-1.6192;1191;2016-05-24;;oui
SIT-00227;CLI-00181;Siège Caen;Siège;82 avenue Jean Jaurès;14000;Caen;14118;Normandie;49.1553;-0.3585;434;2018-03-20;;oui
SIT-00228;CLI-00181;Agence Argenteuil;Agence;11 quai des Docks;95100;Argenteuil;95018;Île-de-France;48.9504;2.2656;1233;2023-01-16;;oui
SIT-00229;CLI-00181;Usine Toulon;Usine;120 boulevard Victor Hugo;83000;Toulon;83137;Provence-Alpes-Côte d’Azur;43.1537;5.9527;1300;2024-08-26;;oui
SIT-00230;CLI-00182;Siège Montpellier;Siège;7 avenue du Général Leclerc;34000;Montpellier;34172;Occitanie;43.5895;3.9167;908;2018-03-21;;oui
SIT-00231;CLI-00182;Agence Créteil;Agence;16 avenue du Général Leclerc;94000;Créteil;94028;Île-de-France;48.7503;2.4128;1297;2021-12-06;;oui
SIT-00232;CLI-00183;Siège MARSEILLE;Siège;135 boulevard Victor Hugo;13001;MARSEILLE;13055;Provence-Alpes-Côte d’Azur;43.322;5.3689;1235;2021-07-13;;oui
SIT-00233;CLI-00183;Entrepôt Angers;Entrepôt;79 allée des Peupliers;49000;Angers;49007;Pays de la Loire;47.4324;-0.5833;1258;2017-12-09;;oui
SIT-00234;CLI-00184;Siège Cannes;Siège;6 avenue de la Gare;72000;Cannes;06029;Provence-Alpes-Côte d’Azur;43.5697;7.0656;988;2018-11-07;;oui
SIT-00235;CLI-00185;Siège Cannes;Siège;33 place du Marché;06400;Cannes;06029;Provence-Alpes-Côte d’Azur;43.5008;7.0251;2698;2017-02-16;;oui
SIT-00236;CLI-00187;Siège Blois;Siège;64 route de Bordeaux;41000;Blois;41018;Centre-Val de Loire;47.5574;1.3251;1021;2020-05-02;;oui
SIT-00237;CLI-00188;Siège Nanterre;Siège;69 route de Bordeaux;92000;Nanterre;92050;Île-de-France;48.8783;2.1867;543;2017-10-14;;oui
SIT-00238;CLI-00188;Agence Rodez;Agence;170 allée des Peupliers;12000;Rodez;12202;Occitanie;44.3114;2.6184;1972;2018-07-18;;oui
SIT-00239;CLI-00188;Point de vente Évry-Courcouronnes;Point de vente;33 place du Marché;91000;Évry-Courcouronnes;91228;Île-de-France;48.596;2.4121;1465;2018-09-04;;oui
SIT-00240;CLI-00188;Usine Gap;Usine;48 place du Marché;05000;Gap;05061;Provence-Alpes-Côte d’Azur;44.5654;6.0722;168;2022-10-23;;oui
SIT-00241;CLI-00189;Siège Roubaix;Siège;178 rue de l’Industrie;59100;Roubaix;59512;Hauts-de-France;50.6811;3.1234;1322;2022-06-27;;oui
SIT-00242;CLI-00190;Siège Strasbourg;Siège;66 place du Marché;67000;Strasbourg;67482;Grand Est;48.6038;7.7276;2273;2023-03-22;;oui
SIT-00243;CLI-00191;Siège La Rochelle;Siège;83 avenue Jean Jaurès;17000;La Rochelle;17300;Nouvelle-Aquitaine;46.1893;-1.1008;1198;2017-12-18;;oui
SIT-00244;CLI-00191;Point de vente Nancy;Point de vente;42 rue de la République;54000;Nancy;54395;Grand Est;48.6904;6.2042;1056;2024-05-09;;oui
SIT-00245;CLI-00191;Usine Bayonne;Usine;121 rue Pasteur;64100;Bayonne;64102;Nouvelle-Aquitaine;43.4583;-1.4585;343;2023-04-10;;oui
SIT-00246;CLI-00193;Siège Sète;Siège;180 route de Bordeaux;34200;Sète;34301;Occitanie;43.43;3.6509;1637;2016-07-11;;oui
SIT-00247;CLI-00193;Agence Quimper;Agence;90 boulevard Victor Hugo;29000;Quimper;29232;Bretagne;47.965;-4.1203;1066;2025-01-27;;oui
SIT-00248;CLI-00193;Usine Marseille;Usine;113 avenue de la Gare;13001;Marseille;13055;Provence-Alpes-Côte d’Azur;43.3009;5.3676;1487;2017-03-30;;oui
SIT-00249;CLI-00195;Siège Tarbes;Siège;9 impasse des Lilas;65000;Tarbes;65440;Occitanie;43.2434;0.0253;860;2018-05-29;;oui
SIT-00250;CLI-00195;Usine Évreux;Usine;141 impasse des Lilas;27000;Évreux;27229;Normandie;49.0299;1.1721;1733;2019-06-13;;oui
SIT-00251;CLI-00196;Siège Cergy;Siège;109 impasse des Lilas;95000;Cergy;95127;Île-de-France;49.0448;2.0755;252;2020-03-21;;oui
SIT-00252;CLI-00196;Agence Châteauroux;Agence;30 allée des Peupliers;36000;Châteauroux;36044;Centre-Val de Loire;46.7749;1.7338;1165;2020-03-16;;oui
SIT-00253;CLI-00196;Entrepôt Villeurbanne;Entrepôt;118 rue de l’Industrie;69100;Villeurbanne;69266;Auvergne-Rhône-Alpes;45.7226;4.8452;40;2025-03-03;;oui
SIT-00254;CLI-00197;Siège Cannes;Siège;105 boulevard Victor Hugo;44600;Cannes;06029;Provence-Alpes-Côte d’Azur;43.5378;6.9941;883;2018-01-18;;oui
SIT-00255;CLI-00197;Point de vente Saint-Malo;Point de vente;131 rue de la République;35400;Saint-Malo;35288;Bretagne;48.6032;-2.0743;1735;2020-12-29;;oui
SIT-00256;CLI-00198;Siège Perpignan;Siège;136 allée des Peupliers;66000;Perpignan;66136;Occitanie;42.6905;2.8741;1108;2021-05-09;;oui
SIT-00257;CLI-00200;Siège Versailles;Siège;20 rue de l’Industrie;78000;Versailles;78646;Île-de-France;48.7908;2.1324;349;2026-04-27;;oui
SIT-00258;CLI-00200;Usine Le Mans;Usine;114 avenue de la Gare;72000;Le Mans;72181;Pays de la Loire;47.993;0.1559;661;2018-11-13;;oui
SIT-00259;CLI-00200;Entrepôt Besançon;Entrepôt;116 rue de l’Industrie;25000;Besançon;25056;Bourgogne-Franche-Comté;47.2659;5.988;1489;2017-06-30;;oui
SIT-00260;CLI-00200;Agence Carcassonne;Agence;98 avenue de la Gare;11000;Carcassonne;11069;Occitanie;43.2439;2.3785;60;2024-02-18;;oui
SIT-00261;CLI-00202;Siège Bourg-en-Bresse;Siège;159 route de Bordeaux;01000;Bourg-en-Bresse;01053;Auvergne-Rhône-Alpes;46.2315;5.2441;349;2018-08-03;;oui
SIT-00262;CLI-00203;Siège Chambéry;Siège;128 avenue de la Gare;73000;Chambéry;73065;Auvergne-Rhône-Alpes;45.5205;5.9531;773;2023-09-15;;oui
SIT-00263;CLI-00204;Siège Nevers;Siège;57 avenue Jean Jaurès;58000;Nevers;58194;Bourgogne-Franche-Comté;46.9408;3.1728;564;2019-12-15;;oui
SIT-00264;CLI-00207;Siège AIX-EN-PROVENCE;Siège;38 rue des Acacias;13100;AIX-EN-PROVENCE;13001;Provence-Alpes-Côte d’Azur;43.5454;5.498;759;2017-12-13;;oui
SIT-00265;CLI-00208;Siège Cholet;Siège;113 route de Bordeaux;49300;Cholet;49099;Pays de la Loire;47.0491;-0.8986;1252;2021-08-11;;oui
SIT-00266;CLI-00208;Agence Agen;Agence;83 rue du Commerce;47000;Agen;47001;Nouvelle-Aquitaine;44.1748;0.5832;1844;2018-10-19;;oui
SIT-00267;CLI-00209;Siège Roubaix;Siège;164 impasse des Lilas;59100;Roubaix;59512;Hauts-de-France;50.6778;3.1954;467;2017-11-23;;oui
SIT-00268;CLI-00210;Siège Poitiers;Siège;50 rue de la République;86000;Poitiers;86194;Nouvelle-Aquitaine;46.5539;0.3676;40;2024-12-20;;oui
SIT-00269;CLI-00211;Siège Évry-Courcouronnes;Siège;110 rue des Acacias;91000;Évry-Courcouronnes;91228;Île-de-France;48.5953;2.4206;1377;2018-09-28;;oui
SIT-00270;CLI-00211;Agence Angoulême;Agence;33 place du Marché;16000;Angoulême;16015;Nouvelle-Aquitaine;45.6165;0.1188;40;2021-05-21;;oui
SIT-00271;CLI-00211;Point de vente Angers;Point de vente;30 impasse des Lilas;49000;Angers;49007;Pays de la Loire;47.4641;-0.5431;2208;2024-12-11;2027-11-18;non
SIT-00272;CLI-00211;Usine Nevers;Usine;40 boulevard Victor Hugo;58000;Nevers;58194;Bourgogne-Franche-Comté;47.0111;3.1232;699;2020-06-18;;oui
SIT-00273;CLI-00213;Siège Annecy;Siège;23 rue Pasteur;74000;Annecy;74010;Auvergne-Rhône-Alpes;45.9024;6.1655;1435;2020-07-20;;oui
SIT-00274;CLI-00214;Siège Annecy;Siège;46 boulevard Victor Hugo;74000;Annecy;74010;Auvergne-Rhône-Alpes;45.8553;6.0821;768;2019-03-16;;oui
SIT-00275;CLI-00215;Siège Aix-en-Provence;Siège;116 rue de la République;13100;Aix-en-Provence;13001;Provence-Alpes-Côte d’Azur;43.529;5.4017;1137;2017-01-13;;oui
SIT-00276;CLI-00215;Agence Montpellier;Agence;130 boulevard Victor Hugo;34000;Montpellier;34172;Occitanie;43.5979;3.9287;1576;2018-05-23;;oui
SIT-00277;CLI-00215;Entrepôt Cherbourg-en-Cotentin;Entrepôt;9 rue du Commerce;50100;Cherbourg-en-Cotentin;50129;Normandie;49.6417;-1.6027;776;2026-04-26;;oui
SIT-00278;CLI-00216;Siège Narbonne;Siège;140 rue des Acacias;11100;Narbonne;11262;Occitanie;43.1572;3.0455;442;2017-11-23;;oui
SIT-00279;CLI-00217;Siège Bastia;Siège;102 rue des Acacias;20200;Bastia;2B033;Corse;42.6691;9.4306;602;2026-05-09;;oui
SIT-00280;CLI-00217;Usine Nîmes;Usine;86 allée des Peupliers;30000;Nîmes;30189;Occitanie;43.8268;4.3661;676;2021-06-30;;oui
SIT-00281;CLI-00217;Point de vente Lorient;Point de vente;124 rue de l’Industrie;56100;Lorient;56121;Bretagne;47.705;-3.3687;40;2023-07-12;;oui
SIT-00282;CLI-00218;Siège Aix-en-Provence;Siège;114 place du Marché;13100;Aix-en-Provence;13001;Provence-Alpes-Côte d’Azur;43.5715;5.4581;40;2021-12-24;;oui
SIT-00283;CLI-00218;Point de vente Montauban;Point de vente;152 allée des Peupliers;82000;Montauban;82121;Occitanie;43.9892;1.3076;40;2017-02-25;;oui
SIT-00284;CLI-00218;Point de vente Reims;Point de vente;111 rue du Commerce;51100;Reims;51454;Grand Est;49.2548;4.0702;998;2022-08-18;;oui
SIT-00285;CLI-00219;Siège Colmar;Siège;99 impasse des Lilas;68000;Colmar;68066;Grand Est;48.0344;7.4032;762;2019-03-12;;oui
SIT-00286;CLI-00219;Point de vente Tours;Point de vente;73 place du Marché;37000;Tours;37261;Centre-Val de Loire;47.3965;0.7143;190;2018-02-28;2019-12-21;non
SIT-00287;CLI-00220;Siège Cannes;Siège;101 rue des Acacias;06400;Cannes;06029;Provence-Alpes-Côte d’Azur;43.5886;7.0165;997;2017-01-30;;oui
SIT-00288;CLI-00221;Siège Le Mans;Siège;19 place du Marché;72000;Le Mans;72181;Pays de la Loire;48.058;0.1881;173;2021-11-26;;oui
SIT-00289;CLI-00222;Siège AVIGNON;Siège;176 rue Pasteur;84000;AVIGNON;84007;Provence-Alpes-Côte d’Azur;43.908;4.8242;1160;2025-02-12;2027-01-06;non
SIT-00290;CLI-00223;Siège Poitiers;Siège;133 impasse des Lilas;86000;Poitiers;86194;Nouvelle-Aquitaine;46.6283;0.322;1023;2019-06-13;;oui
SIT-00291;CLI-00223;Agence Troyes;Agence;155 route de Bordeaux;10000;Troyes;10387;Grand Est;48.3302;4.0335;2538;2016-06-16;;oui
SIT-00292;CLI-00225;Siège Mérignac;Siège;80 boulevard Victor Hugo;33700;Mérignac;33281;Nouvelle-Aquitaine;44.8169;-0.6283;1101;2025-04-27;;oui
SIT-00293;CLI-00226;Siège Valence;Siège;178 avenue du Général Leclerc;26000;Valence;26362;Auvergne-Rhône-Alpes;44.8937;4.9271;354;2017-05-06;;oui
SIT-00294;CLI-00230;Siège Sète;Siège;140 boulevard Victor Hugo;34200;Sète;34301;Occitanie;43.365;3.7374;1611;2022-07-22;;oui
SIT-00295;CLI-00231;Siège Pau;Siège;87 avenue du Général Leclerc;64000;Pau;64445;Nouvelle-Aquitaine;43.3196;-0.3519;484;2025-05-22;;oui
SIT-00296;CLI-00232;Siège Poitiers;Siège;54 boulevard Victor Hugo;86000;Poitiers;86194;Nouvelle-Aquitaine;46.537;0.3201;1553;2025-08-23;;oui
SIT-00297;CLI-00234;Siège Évreux;Siège;52 route de Bordeaux;27000;Évreux;27229;Normandie;48.9901;1.1981;233;2024-08-19;;oui
SIT-00298;CLI-00236;Siège Cholet;Siège;26 rue Pasteur;49300;Cholet;49099;Pays de la Loire;47.0547;-0.8989;496;2023-11-15;;oui
SIT-00299;CLI-00237;Siège Dunkerque;Siège;45 rue des Acacias;59140;Dunkerque;59183;Hauts-de-France;51.0104;2.3908;40;2021-07-20;2025-01-18;non
SIT-00300;CLI-00238;Siège Antibes;Siège;151 quai des Docks;06600;Antibes;06004;Provence-Alpes-Côte d’Azur;43.5639;7.0839;40;2024-11-18;;oui
SIT-00301;CLI-00238;Entrepôt Limoges;Entrepôt;44 impasse des Lilas;87000;Limoges;87085;Nouvelle-Aquitaine;45.7807;1.2876;629;2023-02-08;;oui
SIT-00302;CLI-00239;Siège Cherbourg-en-Cotentin;Siège;32 chemin des Vignes;50100;Cherbourg-en-Cotentin;50129;Normandie;49.6876;-1.5878;1291;2017-08-29;;oui
SIT-00303;CLI-00240;Siège Carcassonne;Siège;162 rue des Acacias;11000;Carcassonne;11069;Occitanie;43.2491;2.3476;113;2019-12-20;;oui
SIT-00304;CLI-00243;Siège TOURS;Siège;160 place du Marché;37000;TOURS;37261;Centre-Val de Loire;47.402;0.699;40;2026-05-14;;oui
SIT-00305;CLI-00243;Agence Perpignan;Agence;128 boulevard Victor Hugo;66000;Perpignan;66136;Occitanie;42.6999;2.902;677;2023-08-01;;oui
SIT-00306;CLI-00243;Usine Nevers;Usine;121 rue du Commerce;58000;Nevers;58194;Bourgogne-Franche-Comté;47.0322;3.1507;198;2023-10-30;;oui
SIT-00307;CLI-00243;Usine Cholet;Usine;3 allée des Peupliers;49300;Cholet;49099;Pays de la Loire;47.0247;-0.8478;1038;2023-07-04;2028-08-19;non
SIT-00308;CLI-00245;Siège Albi;Siège;2 rue de l’Industrie;81000;Albi;81004;Occitanie;43.899;2.1231;1770;2025-11-12;;oui
SIT-00309;CLI-00245;Agence Quimper;Agence;104 allée des Peupliers;29000;Quimper;29232;Bretagne;47.9688;-4.0747;2513;2024-01-24;;oui
SIT-00310;CLI-00246;Siège Châteauroux;Siège;103 route de Bordeaux;36000;Châteauroux;36044;Centre-Val de Loire;46.817;1.6646;622;2019-04-12;;oui
SIT-00311;CLI-00247;Siège Clermont-Ferrand;Siège;159 rue du Commerce;63000;Clermont-Ferrand;63113;Auvergne-Rhône-Alpes;45.8243;3.108;1307;2021-10-02;;oui
SIT-00312;CLI-00248;Siège Nanterre;Siège;15 route de Bordeaux;92000;Nanterre;92050;Île-de-France;48.9158;2.2445;725;2016-08-08;;oui
SIT-00313;CLI-00248;Usine Versailles;Usine;44 rue de l’Industrie;78000;Versailles;78646;Île-de-France;48.7704;2.1294;746;2025-08-31;;oui
SIT-00314;CLI-00249;Siège Montpellier;Siège;127 rue de l’Industrie;34000;Montpellier;34172;Occitanie;43.6138;3.8947;2247;2019-12-21;;oui
SIT-00315;CLI-00250;Siège Narbonne;Siège;174 boulevard Victor Hugo;11100;Narbonne;11262;Occitanie;43.1623;3.0386;612;2017-08-22;;oui
SIT-00316;CLI-00250;Usine Angoulême;Usine;79 impasse des Lilas;16000;Angoulême;16015;Nouvelle-Aquitaine;45.6604;0.1766;269;2023-10-10;2026-02-28;non
