id_ticket;id_client;id_contact;canal;categorie;priorite;date_ouverture;date_cloture;delai_resolution_h;satisfaction;agent
TIC-000237;CLI-00764;CTC-006367;Courriel;Facturation;normale;2026-02-28;2026-02-28;1;4;Virginie Henry
TIC-000238;CLI-01451;;Téléphone;Réclamation;normale;2024-11-02;2024-11-03;31;5;Jérôme Blanc
TIC-000239;CLI-01815;;Agence;Réclamation;normale;2024-08-21;2024-08-21;16;5;Alain Morel
TIC-000240;CLI-00378;CTC-005687;Formulaire web;Livraison;normale;2024-12-10;2024-12-11;26;3;Léa Durand
TIC-000241;CLI-01882;CTC-006689;Agence;Demande d’information;basse;2025-11-20;2025-11-21;27;4;Catherine Dumont
TIC-000242;CLI-01435;CTC-000086;Courriel;Livraison;haute;2024-06-07;2024-06-08;47;4;Virginie Henry
TIC-000243;CLI-00740;CTC-002532;Téléphone;Demande d’information;haute;2026-08-15;2026-08-17;58;4;Vincent Richard
TIC-000244;CLI-02090;CTC-005318;Formulaire web;Facturation;normale;2025-12-31;2025-12-31;1;2;Vincent Richard
TIC-000245;CLI-01779;CTC-000387;Courriel;Réclamation;basse;2025-05-09;2025-05-11;48;5;Catherine Chevalier
TIC-000246;CLI-02361;;Agence;Facturation;haute;2025-06-12;;;;Pauline Durand
TIC-000247;CLI-02450;CTC-005018;Courriel;Facturation;normale;2023-12-19;2023-12-22;78;3;Franck Lefebvre
TIC-000248;CLI-00036;CTC-002577;Agence;Facturation;haute;2025-05-14;2025-05-14;1;3;Manon Michel
TIC-000249;CLI-02482;;Courriel;Demande d’information;haute;2024-06-28;2024-06-24;60;3;Manon Michel
TIC-000250;CLI-00896;CTC-004601;Formulaire web;Facturation;basse;2025-05-09;;;;Virginie Henry
TIC-000251;CLI-00268;CTC-003154;Courriel;Facturation;normale;2025-01-21;2025-01-22;30;4;Catherine Dumont
TIC-000252;CLI-01283;CTC-000794;Agence;Facturation;normale;2025-08-17;2025-08-20;72;2;Nathalie Michel
TIC-000253;CLI-01431;CTC-002690;Formulaire web;Produit défectueux;critique;2025-07-23;2025-07-23;1;2;Maxime Muller
TIC-000254;CLI-00991;CTC-001385;Agence;Livraison;normale;2025-12-25;2025-12-28;72;2;Camille Bertrand
TIC-000255;CLI-01512;CTC-002989;Téléphone;Facturation;normale;2026-04-06;;;;Léa Durand
TIC-000256;CLI-01191;;Formulaire web;Réclamation;basse;2025-04-16;2025-04-19;95;4;Virginie Henry
TIC-000257;CLI-02377;CTC-007287;Agence;Facturation;normale;2023-10-04;;;;Sébastien Mercier
TIC-000258;CLI-01074;CTC-005942;Téléphone;Livraison;basse;2024-10-17;;;;Sébastien Mercier
TIC-000259;CLI-00346;CTC-005922;Téléphone;Réclamation;normale;2024-08-28;2024-08-30;63;1;Maxime Muller
TIC-000260;CLI-00871;;Courriel;Demande d’information;critique;2026-06-09;2026-06-10;24;4;Jérôme Blanc
TIC-000261;CLI-01230;CTC-000946;Téléphone;Demande d’information;haute;2025-09-21;2025-09-21;16;5;Fanny Clément
TIC-000262;CLI-00558;CTC-004839;Courriel;Retour;normale;2026-03-01;;;;Alexandre Chevalier
TIC-000263;CLI-00579;CTC-005682;Formulaire web;Demande d’information;critique;2026-06-28;2026-06-28;1;5;Julie Dubois
TIC-000264;CLI-02201;CTC-005603;Formulaire web;Demande d’information;normale;2026-01-17;2026-01-19;54;4;Léa Durand
TIC-000265;CLI-00511;CTC-007097;Agence;Demande d’information;critique;2026-01-01;2026-01-02;30;3;Alexandre Chevalier
TIC-000266;CLI-02428;;Agence;Produit défectueux;basse;2024-04-11;2024-04-12;45;3;Vincent Richard
TIC-000267;CLI-01886;;Agence;Livraison;normale;2026-03-09;2026-03-09;5;4;Léa Durand
TIC-000268;CLI-02238;CTC-007399;Formulaire web;Facturation;normale;2026-07-15;2026-07-17;58;2;Franck Lefebvre
TIC-000269;CLI-00817;;Agence;Réclamation;normale;2025-03-14;2025-03-14;13;3;Jérôme Blanc
TIC-000270;CLI-00311;CTC-000753;Courriel;Retour;normale;2025-07-15;;;;Léa Durand
TIC-000271;CLI-01597;CTC-007923;Agence;Produit défectueux;haute;2024-02-06;2024-02-08;49;3;Sébastien Mercier
TIC-000272;CLI-02307;CTC-003181;Téléphone;Demande d’information;normale;2024-05-22;2024-05-24;58;4;Manon Michel
TIC-000273;CLI-01649;;Téléphone;Produit défectueux;haute;2026-08-30;2026-08-30;1;4;Franck Lefebvre
TIC-000274;CLI-02381;;Formulaire web;Produit défectueux;normale;2024-07-15;;;;Franck Lefebvre
TIC-000275;CLI-00207;;Agence;Réclamation;normale;2026-02-12;2026-02-12;13;2;Fanny Clément
TIC-000276;CLI-00842;CTC-005615;Téléphone;Réclamation;normale;2024-07-19;2024-07-20;37;2;Camille Bertrand
TIC-000277;CLI-00869;;Courriel;Produit défectueux;normale;2024-09-01;2024-09-02;36;4;Catherine Dumont
TIC-000278;CLI-01244;CTC-006815;Téléphone;Produit défectueux;normale;2026-02-11;2026-02-13;56;4;Pauline Durand
TIC-000279;CLI-00589;CTC-000384;Courriel;Demande d’information;normale;2024-12-30;;;;Catherine Dumont
TIC-000280;CLI-00825;;Téléphone;Réclamation;normale;2026-04-29;2026-04-30;36;5;Camille Bertrand
TIC-000281;CLI-01297;CTC-003373;Téléphone;Produit défectueux;critique;2024-06-13;2024-06-14;44;10;Manon Michel
TIC-000282;CLI-01734;;Courriel;Facturation;haute;2026-08-04;2026-08-06;53;5;Fanny Clément
TIC-000283;CLI-00791;CTC-006342;Courriel;Facturation;haute;2024-10-30;;;;Catherine Dumont
TIC-000284;CLI-01514;;Courriel;Réclamation;basse;2025-09-08;2025-09-10;53;2;Vincent Richard
TIC-000285;CLI-01463;CTC-006442;Téléphone;Livraison;normale;2024-02-10;2024-02-12;54;3;Nathalie Michel
TIC-000286;CLI-02331;CTC-006370;Formulaire web;Réclamation;normale;2025-12-28;2025-12-29;33;4;Alexandre Chevalier
TIC-000287;CLI-00185;CTC-001168;Téléphone;Retour;haute;2025-10-06;2025-10-08;56;4;Catherine Chevalier
TIC-000288;CLI-01406;;Formulaire web;Demande d’information;normale;2024-06-28;2024-06-29;39;4;Vincent Richard
TIC-000289;CLI-02411;CTC-003307;Téléphone;Produit défectueux;basse;2024-07-25;2024-07-26;36;5;Maxime Muller
TIC-000290;CLI-02243;CTC-004382;Téléphone;Réclamation;normale;2024-02-25;2024-02-26;30;5;Virginie Henry
TIC-000291;CLI-01334;CTC-004822;Téléphone;Demande d’information;normale;2024-12-06;2024-12-07;46;5;Sébastien Mercier
TIC-000292;CLI-01620;CTC-006865;Courriel;Réclamation;normale;2024-05-29;2024-05-30;24;2;Catherine Chevalier
TIC-000293;CLI-00736;;Courriel;Facturation;normale;2025-05-02;2025-05-02;1;4;Vincent Richard
TIC-000294;CLI-00332;CTC-000138;Courriel;Demande d’information;normale;2024-06-28;2024-06-30;50;5;Léa Durand
TIC-000295;CLI-00945;;Agence;Produit défectueux;normale;2024-01-06;2024-01-06;12;4;Catherine Chevalier
TIC-000296;CLI-00772;CTC-007461;Agence;Réclamation;normale;2025-10-07;2025-10-07;15;5;Virginie Henry
TIC-000297;CLI-01198;;Courriel;Produit défectueux;basse;2025-09-21;2025-09-22;44;4;Catherine Chevalier
TIC-000298;CLI-00179;;Agence;Demande d’information;normale;2024-11-14;2024-11-14;16;4;Alain Morel
TIC-000299;CLI-02319;CTC-007730;Téléphone;Produit défectueux;normale;2026-08-12;2026-08-14;55;4;Jérôme Blanc
TIC-000300;CLI-01582;CTC-002113;Agence;Livraison;normale;2025-09-24;2025-09-24;6;5;Maxime Muller
TIC-000301;CLI-00167;CTC-001797;Courriel;Produit défectueux;normale;2024-10-29;2024-10-29;1;5;Catherine Chevalier
TIC-000302;CLI-00223;CTC-004789;Téléphone;Réclamation;normale;2024-05-18;2024-05-18;8;3;Fanny Clément
TIC-000303;CLI-01836;CTC-004570;Formulaire web;Retour;normale;2025-09-22;2025-09-22;8;1;Camille Bertrand
TIC-000304;CLI-02375;;Courriel;Produit défectueux;haute;2026-01-04;2026-01-05;46;4;Virginie Henry
TIC-000305;CLI-01580;;Agence;Livraison;normale;2026-05-02;2026-05-02;17;5;Vincent Richard
TIC-000306;CLI-01828;;Courriel;Retour;normale;2023-12-01;2023-12-01;19;4;Virginie Henry
TIC-000307;CLI-01486;CTC-002217;Courriel;Livraison;basse;2023-12-10;2023-12-10;1;5;Sébastien Mercier
TIC-000308;CLI-02051;CTC-005214;Courriel;Retour;basse;2025-06-13;2025-06-15;61;3;Catherine Chevalier
TIC-000309;CLI-01039;CTC-002623;Formulaire web;Demande d’information;normale;2024-12-10;;;;Vincent Richard
TIC-000310;CLI-00191;CTC-004523;Formulaire web;Produit défectueux;normale;2024-06-10;2024-06-11;47;4;Nathalie Michel
TIC-000311;CLI-01189;;Agence;Produit défectueux;normale;2025-03-23;2025-03-24;41;5;Virginie Henry
TIC-000312;CLI-02237;;Téléphone;Réclamation;haute;2025-11-16;2025-11-16;11;3;Nathalie Michel
TIC-000313;CLI-00596;CTC-004200;Téléphone;Livraison;normale;2023-12-27;2023-12-27;7;5;Catherine Chevalier
TIC-000314;CLI-01420;;Formulaire web;Retour;haute;2024-11-22;2024-11-23;36;4;Léa Durand
TIC-000315;CLI-02189;CTC-005934;Courriel;Retour;normale;2024-10-21;2024-10-23;60;4;Alexandre Chevalier
TIC-000316;CLI-00154;CTC-001969;Téléphone;Produit défectueux;normale;2023-10-08;2023-10-10;51;5;Thomas Morel
TIC-000317;CLI-02042;CTC-001245;Formulaire web;Livraison;normale;2025-12-25;2025-12-25;17;2;Alexandre Chevalier
TIC-000318;CLI-00442;;Formulaire web;Facturation;normale;2025-11-30;2025-12-01;36;4;Julie Dubois
TIC-000319;CLI-00834;CTC-002329;Agence;Facturation;basse;2023-09-17;;;;Maxime Muller
TIC-000320;CLI-01599;CTC-002562;Courriel;Retour;basse;2025-03-10;2025-03-12;57;5;Sébastien Mercier
TIC-000321;CLI-02009;CTC-004953;Agence;Facturation;normale;2023-11-04;2023-11-04;1;5;Jérôme Blanc
TIC-000322;CLI-01871;CTC-001121;Formulaire web;Facturation;normale;2025-09-26;2025-09-28;60;5;Camille Bertrand
TIC-000323;CLI-00939;CTC-006943;Formulaire web;Réclamation;normale;2026-08-11;2026-08-12;30;4;Virginie Henry
TIC-000324;CLI-00164;;Courriel;Retour;basse;2026-04-09;2026-04-09;23;3;Manon Michel
TIC-000325;CLI-00749;CTC-001973;Agence;Demande d’information;normale;2025-12-19;2025-12-21;57;4;Catherine Dumont
TIC-000326;CLI-02200;CTC-002136;Formulaire web;Facturation;normale;2026-07-22;;;;Manon Michel
TIC-000327;CLI-00643;;Agence;Livraison;normale;2024-09-11;;;;Catherine Chevalier
TIC-000328;CLI-00485;CTC-003153;Formulaire web;Réclamation;haute;2023-09-15;2023-09-15;18;5;Maxime Muller
TIC-000329;CLI-01889;CTC-000573;Formulaire web;Demande d’information;critique;2025-11-27;2025-11-27;17;4;Virginie Henry
TIC-000330;CLI-00920;CTC-004015;Agence;Facturation;critique;2026-06-20;2026-06-20;1;4;Thomas Morel
TIC-000331;CLI-01162;CTC-003771;Agence;Produit défectueux;basse;2025-01-23;2025-01-24;26;4;Maxime Muller
TIC-000332;CLI-00058;;Téléphone;Livraison;critique;2024-08-19;2024-08-19;1;5;Alain Morel
TIC-000333;CLI-02316;CTC-007318;Téléphone;Produit défectueux;normale;2024-08-25;2024-08-25;1;1;Catherine Chevalier
TIC-000334;CLI-00152;CTC-001434;Agence;Facturation;haute;2024-02-24;2024-02-25;25;4;Julie Dubois
TIC-000335;CLI-00213;CTC-001690;Téléphone;Retour;normale;2024-10-04;2024-10-07;79;4;Franck Lefebvre
TIC-000336;CLI-00512;CTC-004128;Courriel;Livraison;normale;2026-05-05;2026-05-07;67;1;Alexandre Chevalier
TIC-000337;CLI-00136;;Courriel;Livraison;basse;2025-08-12;2025-08-14;62;5;Camille Bertrand
TIC-000338;CLI-01371;CTC-002556;Courriel;Retour;normale;2026-01-08;2026-01-09;30;5;Catherine Chevalier
TIC-000339;CLI-00373;;Courriel;Facturation;haute;2024-01-02;2024-01-03;36;5;Catherine Dumont
TIC-000340;CLI-01023;CTC-001160;Téléphone;Facturation;normale;2024-12-13;2024-12-13;21;1;Manon Michel
TIC-000341;CLI-00534;;Formulaire web;Livraison;normale;2024-03-29;2024-03-29;1;3;Pauline Durand
TIC-000342;CLI-00887;CTC-006268;Formulaire web;Réclamation;basse;2024-11-02;2024-11-02;16;4;Pauline Durand
TIC-000343;CLI-01907;CTC-007294;Formulaire web;Livraison;normale;2026-08-08;2026-08-09;32;5;Catherine Chevalier
TIC-000344;CLI-02219;CTC-005887;Téléphone;Facturation;normale;2026-04-06;;;;Léa Durand
TIC-000345;CLI-02300;CTC-005990;Téléphone;Facturation;normale;2023-11-11;2023-11-12;31;4;Catherine Dumont
TIC-000346;CLI-02017;CTC-007523;Téléphone;Livraison;basse;2024-07-08;2024-07-10;54;5;Nathalie Michel
TIC-000347;CLI-00828;CTC-000385;Agence;Réclamation;basse;2025-02-05;2025-02-06;44;4;Sébastien Mercier
TIC-000348;CLI-00925;;Téléphone;Retour;normale;2024-05-19;2024-05-19;22;4;Sébastien Mercier
TIC-000349;CLI-00674;CTC-005228;Formulaire web;Facturation;normale;2025-04-15;2025-04-16;36;2;Jérôme Blanc
TIC-000350;CLI-01264;;Courriel;Produit défectueux;haute;2024-03-23;2024-03-26;88;5;Alexandre Chevalier
TIC-000351;CLI-01093;;Agence;Retour;normale;2024-09-25;2024-09-27;62;5;Virginie Henry
TIC-000352;CLI-00095;CTC-002409;Formulaire web;Retour;normale;2026-06-07;2026-06-08;46;4;Thomas Morel
TIC-000353;CLI-02004;;Courriel;Demande d’information;basse;2025-02-06;2025-02-08;62;5;Maxime Muller
TIC-000354;CLI-01321;CTC-005254;Formulaire web;Facturation;basse;2024-06-06;;;;Jérôme Blanc
TIC-000355;CLI-00656;;Formulaire web;Demande d’information;normale;2025-01-30;2025-02-01;69;5;Franck Lefebvre
TIC-000356;CLI-02098;;Téléphone;Retour;normale;2025-11-03;2025-11-04;45;2;Manon Michel
TIC-000357;CLI-00521;CTC-007978;Courriel;Livraison;normale;2024-11-11;2024-11-11;19;5;Julie Dubois
TIC-000358;CLI-01051;;Agence;Produit défectueux;haute;2025-02-18;2025-02-22;104;2;Virginie Henry
TIC-000359;CLI-00690;CTC-000742;Téléphone;Produit défectueux;normale;2026-06-21;2026-06-23;70;4;Camille Bertrand
TIC-000360;CLI-00903;CTC-002701;Agence;Retour;normale;2024-11-08;2024-11-10;58;1;Julie Dubois
TIC-000361;CLI-01289;CTC-004191;Agence;Réclamation;haute;2025-01-23;2025-01-23;3;5;Fanny Clément
TIC-000362;CLI-00564;;Courriel;Produit défectueux;critique;2025-07-31;;;;Virginie Henry
TIC-000363;CLI-00412;;Formulaire web;Produit défectueux;normale;2024-07-17;;;;Catherine Chevalier
TIC-000364;CLI-01412;;Agence;Livraison;normale;2024-03-21;;;;Léa Durand
TIC-000365;CLI-01684;CTC-006007;Agence;Livraison;basse;2024-08-01;2024-08-03;52;5;Léa Durand
TIC-000366;CLI-01011;;Téléphone;Facturation;basse;2026-09-07;2026-09-08;40;4;Fanny Clément
TIC-000367;CLI-00808;;Formulaire web;Retour;basse;2024-11-25;2024-11-25;1;5;Léa Durand
TIC-000368;CLI-00503;CTC-002120;Formulaire web;Demande d’information;normale;2023-09-17;;;;Maxime Muller
TIC-000369;CLI-01114;CTC-005368;Courriel;Demande d’information;normale;2023-11-18;2023-11-18;3;5;Nathalie Michel
TIC-000370;CLI-01681;CTC-000103;Formulaire web;Réclamation;basse;2026-01-24;2026-01-25;26;4;Franck Lefebvre
TIC-000371;CLI-02067;CTC-001747;Formulaire web;Retour;basse;2026-05-18;2026-05-18;18;5;Camille Bertrand
TIC-000372;CLI-00150;;Formulaire web;Retour;normale;2025-06-29;2025-07-01;50;2;Alexandre Chevalier
TIC-000373;CLI-00100;CTC-005009;Téléphone;Réclamation;normale;2025-12-28;2025-12-28;8;4;Vincent Richard
TIC-000374;CLI-02110;CTC-001868;Formulaire web;Réclamation;normale;2026-08-16;2026-08-17;34;2;Franck Lefebvre
TIC-000375;CLI-00661;CTC-007199;Courriel;Retour;basse;2025-05-18;2025-05-20;48;5;Catherine Chevalier
TIC-000376;CLI-00649;CTC-004212;Formulaire web;Retour;normale;2024-10-19;2024-10-20;39;4;Alain Morel
TIC-000377;CLI-02386;CTC-004155;Agence;Retour;normale;2025-11-27;2025-11-27;1;4;Catherine Dumont
TIC-000378;CLI-00534;CTC-001078;Agence;Facturation;normale;2026-08-05;2026-08-05;19;2;Catherine Dumont
TIC-000379;CLI-00011;CTC-005813;Courriel;Produit défectueux;normale;2024-06-14;2024-06-18;99;2;Sébastien Mercier
TIC-000380;CLI-02456;;Formulaire web;Réclamation;critique;2025-02-04;2025-02-04;22;5;Sébastien Mercier
TIC-000381;CLI-01608;;Formulaire web;Facturation;normale;2024-04-04;2024-04-05;44;4;Julie Dubois
TIC-000382;CLI-01833;CTC-002141;Agence;Retour;normale;2024-06-29;2024-06-29;23;4;Catherine Chevalier
TIC-000383;CLI-01892;CTC-002277;Agence;Retour;normale;2024-07-09;2024-07-10;43;5;Nathalie Michel
TIC-000384;CLI-02437;CTC-004060;Formulaire web;Demande d’information;haute;2024-04-01;;;;Catherine Dumont
TIC-000385;CLI-00734;;Agence;Facturation;normale;2024-02-17;2024-02-20;83;4;Alain Morel
TIC-000386;CLI-00351;CTC-004774;Courriel;Demande d’information;critique;2025-05-04;2025-05-04;1;3;Franck Lefebvre
TIC-000387;CLI-00465;CTC-004134;Formulaire web;Produit défectueux;haute;2023-10-28;2023-10-30;55;3;Manon Michel
TIC-000388;CLI-00642;CTC-007013;Courriel;Demande d’information;normale;2025-09-13;2025-09-13;1;5;Nathalie Michel
TIC-000389;CLI-01120;CTC-000923;Formulaire web;Retour;haute;2026-02-11;;;;Manon Michel
TIC-000390;CLI-02193;;Téléphone;Demande d’information;normale;2025-11-19;2025-11-20;31;5;Pauline Durand
TIC-000391;CLI-00234;CTC-001094;Téléphone;Produit défectueux;haute;2025-04-28;;;;Léa Durand
TIC-000392;CLI-00966;CTC-000420;Courriel;Facturation;basse;2026-07-06;2026-07-06;5;4;Vincent Richard
TIC-000393;CLI-00048;;Téléphone;Demande d’information;normale;2026-07-31;2026-08-02;61;3;Julie Dubois
TIC-000394;CLI-01649;;Courriel;Facturation;normale;2023-10-27;;;;Fanny Clément
TIC-000395;CLI-00659;;Agence;Demande d’information;normale;2025-03-17;2025-03-18;44;5;Jérôme Blanc
TIC-000396;CLI-02489;;Agence;Livraison;basse;2024-05-14;2024-05-14;21;4;Camille Bertrand
TIC-000397;CLI-02046;CTC-007847;Formulaire web;Réclamation;basse;2026-06-28;2026-06-28;13;3;Vincent Richard
TIC-000398;CLI-00555;CTC-007843;Formulaire web;Demande d’information;critique;2025-11-10;2025-11-11;27;5;Jérôme Blanc
TIC-000399;CLI-00456;CTC-006480;Téléphone;Réclamation;haute;2025-05-24;;;;Pauline Durand
TIC-000400;CLI-02491;CTC-001728;Formulaire web;Facturation;normale;2024-12-07;;;;Léa Durand
TIC-000401;CLI-00302;;Formulaire web;Livraison;normale;2025-05-22;2025-05-22;6;2;Thomas Morel
TIC-000402;CLI-00507;CTC-003222;Téléphone;Retour;basse;2024-12-28;2024-12-29;45;5;Manon Michel
TIC-000403;CLI-00805;;Téléphone;Facturation;haute;2024-06-22;2024-06-23;24;3;Thomas Morel
TIC-000404;CLI-01326;;Agence;Livraison;normale;2025-08-01;;;;Julie Dubois
TIC-000405;CLI-00113;CTC-001680;Agence;Produit défectueux;basse;2026-03-16;2026-03-16;20;5;Maxime Muller
TIC-000406;CLI-00711;;Agence;Réclamation;normale;2026-08-30;;;;Thomas Morel
TIC-000407;CLI-00023;CTC-000285;Téléphone;Produit défectueux;haute;2024-11-19;;;;Catherine Chevalier
TIC-000408;CLI-00524;CTC-005359;Courriel;Livraison;normale;2026-04-24;2026-04-27;80;5;Sébastien Mercier
TIC-000409;CLI-01804;CTC-003273;Courriel;Réclamation;haute;2025-10-05;2025-10-06;41;4;Franck Lefebvre
TIC-000410;CLI-02069;CTC-007922;Téléphone;Réclamation;basse;2025-08-29;2025-08-30;30;1;Virginie Henry
TIC-000411;CLI-01497;CTC-001836;Formulaire web;Produit défectueux;haute;2026-03-05;2026-03-07;62;4;Thomas Morel
TIC-000412;CLI-00121;CTC-004355;Agence;Produit défectueux;normale;2026-01-12;2026-01-12;22;4;Franck Lefebvre
TIC-000413;CLI-01092;;Formulaire web;Produit défectueux;normale;2024-09-25;2024-09-27;51;3;Alain Morel
TIC-000414;CLI-02282;;Téléphone;Réclamation;normale;2024-10-25;2024-10-27;71;4;Catherine Dumont
TIC-000415;CLI-02139;CTC-002461;Téléphone;Retour;basse;2025-02-19;;;;Catherine Chevalier
TIC-000416;CLI-01215;CTC-005692;Agence;Produit défectueux;normale;2024-08-09;;;;Catherine Chevalier
TIC-000417;CLI-02016;CTC-004529;Agence;Retour;haute;2025-08-05;;;;Pauline Durand
TIC-000418;CLI-00722;CTC-007618;Téléphone;Facturation;normale;2024-10-14;2024-10-16;50;3;Alexandre Chevalier
TIC-000419;CLI-02183;CTC-002138;Agence;Réclamation;normale;2025-01-25;2025-01-27;49;5;Manon Michel
TIC-000420;CLI-00363;;Formulaire web;Produit défectueux;haute;2025-09-11;2025-09-13;70;4;Fanny Clément
TIC-000421;CLI-02462;CTC-005248;Téléphone;Facturation;normale;2023-11-08;;;;Sébastien Mercier
TIC-000422;CLI-00009;CTC-004437;Courriel;Réclamation;normale;2025-01-15;2025-01-15;6;4;Franck Lefebvre
TIC-000423;CLI-01823;;Formulaire web;Facturation;basse;2025-04-15;2025-04-17;54;5;Manon Michel
TIC-000424;CLI-01240;CTC-003817;Téléphone;Retour;basse;2025-04-13;;;;Pauline Durand
TIC-000425;CLI-01191;;Formulaire web;Réclamation;normale;2024-08-20;2024-08-21;40;2;Vincent Richard
TIC-000426;CLI-00442;;Téléphone;Retour;normale;2025-10-25;2025-10-26;39;5;Julie Dubois
TIC-000427;CLI-01987;;Agence;Facturation;normale;2026-02-23;2026-02-24;32;2;Vincent Richard
TIC-000428;CLI-01197;CTC-004715;Formulaire web;Facturation;normale;2024-01-09;2024-01-12;74;4;Vincent Richard
TIC-000429;CLI-01271;;Téléphone;Réclamation;basse;2025-04-27;2025-04-28;24;2;Maxime Muller
TIC-000430;CLI-01936;CTC-002598;Formulaire web;Demande d’information;basse;2025-06-20;;;;Alain Morel
TIC-000431;CLI-02113;;Courriel;Facturation;critique;2025-06-24;2025-06-24;1;4;Julie Dubois
TIC-000432;CLI-00012;;Formulaire web;Livraison;urgent;2023-11-25;2023-11-27;70;4;Léa Durand
TIC-000433;CLI-00364;CTC-007550;Courriel;Produit défectueux;normale;2024-11-21;2024-11-22;40;1;Sébastien Mercier
TIC-000434;CLI-02121;;Téléphone;Produit défectueux;haute;2026-05-14;2026-05-15;37;4;Fanny Clément
TIC-000435;CLI-00396;CTC-001226;Téléphone;Réclamation;normale;2026-08-05;2026-08-05;1;4;Léa Durand
TIC-000436;CLI-01371;CTC-002556;Téléphone;Facturation;normale;2024-08-12;2024-08-13;24;5;Sébastien Mercier
TIC-000437;CLI-00972;CTC-003575;Courriel;Livraison;normale;2024-03-07;2024-03-10;92;3;Manon Michel
TIC-000438;CLI-01142;CTC-003113;Agence;Retour;normale;2024-04-25;2024-04-26;29;4;Nathalie Michel
TIC-000439;CLI-02313;;Agence;Facturation;basse;2026-06-07;2026-06-08;26;4;Maxime Muller
TIC-000440;CLI-01450;CTC-002808;Formulaire web;Réclamation;basse;2023-12-14;2023-12-15;37;1;Julie Dubois
TIC-000441;CLI-01750;CTC-004392;Agence;Livraison;basse;2024-07-27;2024-07-27;23;5;Thomas Morel
TIC-000442;CLI-01603;CTC-004932;Agence;Produit défectueux;normale;2024-10-24;2024-10-25;36;4;Pauline Durand
TIC-000443;CLI-01771;CTC-005716;Agence;Demande d’information;basse;2023-10-17;2023-10-18;28;4;Fanny Clément
