id_facture;numero;id_commande;id_client;date_facture;date_echeance;date_reglement;montant_ht;montant_ttc;statut_reglement;mode_reglement
FAC-000203;FAC-2023-000203;CMD-000213;CLI-00312;2023-10-11;2023-11-10;2023-11-08;5428.89;6514.67;payée;Carte
FAC-000204;FAC-2023-000204;CMD-000214;CLI-02281;2023-10-05;2023-11-04;;390.75;468.9;en retard;Virement
FAC-000205;FAC-2023-000205;CMD-000215;CLI-01532;2023-10-03;2023-11-02;2023-10-16;1672.55;2007.06;payée;Virement
FAC-000206;FAC-2023-000206;CMD-000216;CLI-01765;2023-10-10;2023-11-09;2023-11-04;2724.17;3269;payée;Carte
FAC-000207;FAC-2023-000207;CMD-000217;CLI-00616;2023-10-13;2023-11-12;2023-10-30;7330.15;8796.18;payée;Prélèvement
FAC-000208;FAC-2023-000208;CMD-000218;CLI-01335;2023-10-02;2023-11-01;;11535.93;13843.12;en retard;Carte
FAC-000209;FAC-2023-000209;CMD-000219;CLI-00202;2023-10-04;2023-11-03;2023-11-03;7046.88;8456.26;payée;Carte
FAC-000210;FAC-2023-000210;CMD-000220;CLI-00746;2023-09-26;2023-10-26;2023-10-29;23.3;27.96;payée;Prélèvement
FAC-000211;FAC-2023-000211;CMD-000221;CLI-01719;2023-09-28;2023-10-28;2023-10-26;767.3;920.76;payée;Virement
FAC-000212;FAC-2023-000212;CMD-000222;CLI-00349;2023-10-10;2023-11-09;2023-10-31;824.86;989.83;payée;Prélèvement
FAC-000213;FAC-2023-000213;CMD-000223;CLI-01005;2023-09-25;2023-10-25;2023-10-23;179.76;215.71;payée;Chèque
FAC-000214;FAC-2023-000214;CMD-000224;CLI-02083;2023-10-01;2023-10-31;2023-10-22;9215.09;11058.11;payée;Virement
FAC-000215;FAC-2023-000215;CMD-000226;CLI-01468;2023-09-25;2023-10-25;2023-10-11;2436.7;2924.04;payée;Chèque
FAC-000216;FAC-2023-000216;CMD-000227;CLI-00351;2023-10-08;2023-11-07;2023-12-22;61.02;73.22;payée;Virement
FAC-000217;FAC-2023-000217;CMD-000228;CLI-01265;2023-09-27;2023-10-27;;208.5;250.2;en retard;Chèque
FAC-000218;FAC-2023-000218;CMD-000229;CLI-02222;2023-10-07;2023-11-06;2023-10-30;4.05;4.86;payée;Virement
FAC-000219;FAC-2023-000219;CMD-000230;CLI-01847;2023-09-25;2023-10-25;;944.47;1133.36;en retard;Chèque
FAC-000220;FAC-2023-000220;CMD-000232;CLI-00177;2023-10-14;2023-11-13;2023-11-12;28875.55;34650.66;payée;Carte
FAC-000221;FAC-2023-000221;CMD-000233;CLI-00591;2023-09-27;2023-10-27;2023-10-26;6377.2;7652.64;payée;Virement
FAC-000222;FAC-2023-000222;CMD-000234;CLI-01957;2023-10-03;2023-11-02;2023-10-31;8201.96;9842.35;payée;Carte
FAC-000223;FAC-2023-000223;CMD-000235;CLI-02365;2023-10-10;2023-11-09;2023-10-29;24047.43;28856.92;payée;Chèque
FAC-000224;FAC-2023-000224;CMD-000236;CLI-01978;2023-09-27;2023-10-27;;448.21;537.85;en retard;Carte
FAC-000225;FAC-2023-000225;CMD-000237;CLI-00508;2023-10-07;2023-11-06;2023-11-02;588.93;706.72;payée;Prélèvement
FAC-000226;FAC-2023-000226;CMD-000238;CLI-00852;2023-09-27;2023-10-27;2023-10-21;23970.66;28764.79;payée;Virement
FAC-000227;FAC-2023-000227;CMD-000239;CLI-00052;2023-09-29;2023-10-29;2023-11-07;1480.19;1776.23;payée;Prélèvement
FAC-000228;FAC-2023-000228;CMD-000240;CLI-00039;2023-10-07;2023-11-06;;1398.8;1678.56;en retard;Carte
FAC-000229;FAC-2023-000229;CMD-000242;CLI-01812;2023-09-29;2023-10-29;2023-10-12;530.77;636.92;payée;Chèque
FAC-000230;FAC-2023-000230;CMD-000243;CLI-02281;2023-10-15;2023-11-14;;6226.31;7471.57;en retard;Virement
FAC-000231;FAC-2023-000231;CMD-000244;CLI-00044;2023-10-14;2023-11-13;2023-11-10;5128.9;6154.68;payée;Prélèvement
FAC-000232;FAC-2023-000232;CMD-000245;CLI-01300;2023-10-08;2023-11-07;2023-11-19;2995.06;3594.07;payée;Carte
FAC-000233;FAC-2023-000233;CMD-000246;CLI-02324;2023-09-26;2023-10-26;2023-10-14;1313.37;1576.04;payée;Virement
FAC-000234;FAC-2023-000234;CMD-000247;CLI-00979;2023-10-09;2023-11-08;2024-01-24;8400.86;10081.03;payée;Carte
FAC-000235;FAC-2023-000235;CMD-000248;CLI-00754;2023-09-25;2023-10-25;2023-10-20;1068.17;1281.8;payée;Carte
FAC-000236;FAC-2023-000236;CMD-000249;CLI-02140;2023-10-02;2023-11-01;2023-11-02;2.84;3.41;payée;Carte
FAC-000237;FAC-2023-000237;CMD-000250;CLI-02000;2023-10-09;2023-11-08;2023-10-21;427.03;512.44;payée;Virement
FAC-000238;FAC-2023-000238;CMD-000251;CLI-00508;2023-09-25;2023-10-25;2023-10-06;6680.32;8016.38;payée;Virement
FAC-000239;FAC-2023-000239;CMD-000252;CLI-00975;2023-09-30;2023-10-30;2023-10-29;3938.9;4726.68;payée;Chèque
FAC-000240;FAC-2023-000240;CMD-000253;CLI-02227;2023-10-09;2023-11-08;2023-10-21;5143.32;6171.98;payée;Virement
FAC-000241;FAC-2023-000241;CMD-000254;CLI-01532;2023-10-15;2023-11-14;;8298.23;9957.88;en retard;Prélèvement
FAC-000242;FAC-2023-000242;CMD-000255;CLI-02215;2023-10-11;2023-11-10;2023-11-01;4029.32;4835.18;payée;Chèque
FAC-000243;FAC-2023-000243;CMD-000256;CLI-00236;2023-10-05;2023-11-04;2023-12-17;2100.23;2520.28;payée;Prélèvement
FAC-000244;FAC-2023-000244;CMD-000257;CLI-01906;2023-10-10;2023-11-09;2023-10-30;3091.28;3709.54;payée;Virement
FAC-000245;FAC-2023-000245;CMD-000258;CLI-00578;2023-10-05;2023-11-04;2023-11-19;950;1140;payée;Prélèvement
FAC-000246;FAC-2023-000246;CMD-000259;CLI-02180;2023-10-03;2023-11-02;2023-11-02;539.24;647.09;payée;Prélèvement
FAC-000247;FAC-2023-000247;CMD-000260;CLI-01804;2023-10-09;2023-11-08;2023-10-22;6106.1;7327.32;payée;Virement
FAC-000248;FAC-2023-000248;CMD-000261;CLI-01512;2023-10-11;2023-11-10;2023-11-02;4427.73;5313.28;payée;Carte
FAC-000249;FAC-2023-000249;CMD-000262;CLI-02479;2023-09-27;2023-10-27;2023-10-19;498.34;598.01;payée;Prélèvement
FAC-000250;FAC-2023-000250;CMD-000263;CLI-01820;2023-10-14;2023-11-13;;804.17;965;en retard;Prélèvement
FAC-000251;FAC-2023-000251;CMD-000264;CLI-00971;2023-09-30;2023-10-30;2023-10-14;4.52;5.42;payée;Virement
FAC-000252;FAC-2023-000252;CMD-000265;CLI-00489;2023-10-12;2023-11-11;2023-11-08;23857.43;28628.92;payée;Prélèvement
FAC-000253;FAC-2023-000253;CMD-000266;CLI-02197;2023-10-06;2023-11-05;2023-10-24;7471.21;8965.45;payée;Prélèvement
FAC-000254;FAC-2023-000254;CMD-000267;CLI-01514;2023-09-26;2023-10-26;2023-10-22;7991.33;9589.6;payée;Virement
FAC-000255;FAC-2023-000255;CMD-000268;CLI-02314;2023-10-15;2023-11-14;2023-10-29;15444.4;18533.28;payée;Carte
FAC-000256;FAC-2023-000256;CMD-000269;CLI-00622;2023-10-04;2023-11-03;2023-11-08;28507.71;34209.25;payée;Chèque
FAC-000257;FAC-2023-000257;CMD-000270;CLI-02453;2023-09-29;2023-10-29;2023-10-17;3919.09;4702.91;payée;Carte
FAC-000258;FAC-2023-000258;CMD-000271;CLI-02242;2023-10-05;2023-11-04;2023-10-30;3025.08;3630.1;payée;Prélèvement
FAC-000259;FAC-2023-000259;CMD-000272;CLI-01014;2023-10-11;2023-11-10;2023-12-23;659.36;791.23;payée;Carte
FAC-000260;FAC-2023-000260;CMD-000273;CLI-01277;2023-09-28;2023-10-28;2023-10-09;8137.8;9765.36;payée;Chèque
FAC-000261;FAC-2023-000261;CMD-000274;CLI-00415;2023-09-30;2023-10-30;2023-10-16;29204.33;35045.2;payée;Chèque
FAC-000262;FAC-2023-000262;CMD-000275;CLI-00841;2023-09-30;2023-10-30;2023-10-28;2546.12;3055.34;payée;Virement
FAC-000263;FAC-2023-000263;CMD-997561;CLI-02197;2023-10-05;2023-11-04;2023-11-01;41441.28;49729.54;payée;Prélèvement
FAC-000264;FAC-2023-000264;CMD-000277;CLI-01878;2023-10-10;2023-11-09;2024-01-21;5289.97;6347.96;payée;Carte
FAC-000265;FAC-2023-000265;CMD-000278;CLI-01288;2023-10-16;2023-11-15;2023-10-26;4776.93;5732.32;payée;Chèque
FAC-000266;FAC-2023-000266;CMD-000279;CLI-01855;2023-09-30;2023-10-30;2023-10-17;1035.76;1242.91;payée;Carte
FAC-000267;FAC-2023-000267;CMD-000280;CLI-00688;2023-10-11;2023-11-10;2023-11-03;866.04;1039.25;payée;Prélèvement
FAC-000268;FAC-2023-000268;CMD-000281;CLI-00312;2023-10-14;2023-11-13;2024-01-05;15592.69;18711.23;payée;Prélèvement
FAC-000269;FAC-2023-000269;CMD-000283;CLI-01564;2023-10-08;2023-11-07;2023-10-22;4430.81;5316.97;payée;Prélèvement
FAC-000270;FAC-2023-000270;CMD-000284;CLI-02367;2023-10-08;2023-11-07;2023-11-04;11494.47;13793.36;payée;Carte
FAC-000271;FAC-2023-000271;CMD-000285;CLI-01915;2023-10-04;2023-11-03;2023-11-24;907.8;1089.36;payée;Carte
FAC-000272;FAC-2023-000272;CMD-000286;CLI-00936;2023-10-12;2023-11-11;2023-11-08;2406.86;2888.23;payée;Chèque
FAC-000273;FAC-2023-000273;CMD-000287;CLI-01468;2023-09-26;2023-10-26;2023-12-04;10640.49;12768.59;payée;Carte
FAC-000274;FAC-2023-000274;CMD-000288;CLI-01106;2023-10-16;2023-11-15;2023-11-16;11014.37;13217.24;payée;Prélèvement
FAC-000275;FAC-2023-000275;CMD-000289;CLI-01329;2023-10-12;2023-11-11;2023-11-06;3699.87;4439.84;payée;Chèque
FAC-000276;FAC-2023-000276;CMD-000290;CLI-01834;2023-10-09;2023-11-08;2024-01-04;5616.97;6740.36;payée;Carte
FAC-000277;FAC-2023-000277;CMD-000291;CLI-00597;2023-10-15;2023-11-14;2023-12-15;407.96;489.55;payée;Carte
FAC-000278;FAC-2023-000278;CMD-000292;CLI-01190;2023-10-03;2023-11-02;2023-10-15;1814.77;2177.72;payée;Chèque
FAC-000279;FAC-2023-000279;CMD-000293;CLI-01205;2023-09-28;2023-10-28;;7744.21;9293.05;en retard;Chèque
FAC-000280;FAC-2023-000280;CMD-000294;CLI-01726;2023-10-10;2023-11-09;2023-10-23;376.34;451.61;payée;Chèque
FAC-000281;FAC-2023-000281;CMD-000295;CLI-00036;2023-10-05;2023-11-04;2023-11-01;325.4;390.48;payée;Chèque
FAC-000282;FAC-2023-000282;CMD-000296;CLI-02499;2023-10-15;2023-11-14;2023-11-04;200.54;240.65;payée;Virement
FAC-000283;FAC-2023-000283;CMD-000298;CLI-01704;2023-10-14;2023-11-13;2023-11-04;10972.56;13167.07;payée;Prélèvement
FAC-000284;FAC-2023-000284;CMD-000299;CLI-01131;2023-10-06;2023-11-05;2023-11-04;2340.96;2809.15;payée;Carte
FAC-000285;FAC-2023-000285;CMD-000300;CLI-00782;2023-10-15;2023-11-14;2023-10-28;9449.65;11339.58;payée;Prélèvement
FAC-000286;FAC-2023-000286;CMD-000301;CLI-02462;2023-09-27;2023-10-27;2023-10-16;1041.86;1250.23;payée;Virement
FAC-000287;FAC-2023-000287;CMD-000302;CLI-00022;2023-10-17;2023-11-16;2023-11-02;25333.74;30400.49;payée;Chèque
FAC-000288;FAC-2023-000288;CMD-000303;CLI-00491;2023-10-17;2023-11-16;2023-11-01;11677.7;14013.24;payée;Chèque
FAC-000289;FAC-2023-000289;CMD-000304;CLI-02260;2023-10-07;2023-11-06;2023-11-18;173.7;208.44;payée;Virement
FAC-000290;FAC-2023-000290;CMD-000305;CLI-00092;2023-10-17;2023-11-16;2023-11-05;8.81;10.57;payée;Chèque
FAC-000291;FAC-2023-000291;CMD-000306;CLI-00111;2023-10-16;2023-11-15;2023-11-21;765.97;919.16;payée;Prélèvement
FAC-000292;FAC-2023-000292;CMD-000307;CLI-02154;2023-09-30;2023-10-30;2023-10-12;21331.08;25597.3;payée;Carte
FAC-000293;FAC-2023-000293;CMD-000308;CLI-00075;2023-09-30;2023-10-30;2023-10-17;719.84;863.81;payée;Prélèvement
FAC-000294;FAC-2023-000294;CMD-000309;CLI-01182;2023-09-28;2023-10-28;2023-10-11;25998.94;31198.73;payée;Carte
FAC-000295;FAC-2023-000295;CMD-000310;CLI-01640;2023-10-14;2023-11-13;;731.85;878.22;en retard;Virement
FAC-000296;FAC-2023-000296;CMD-000311;CLI-01247;2023-10-07;2023-11-06;2023-10-27;4882.87;5859.44;payée;Carte
FAC-000297;FAC-2023-000297;CMD-000312;CLI-00856;2023-09-28;2023-10-28;2023-10-27;2086.88;2504.26;payée;Virement
FAC-000298;FAC-2023-000298;CMD-000313;CLI-00667;2023-10-05;2023-11-04;2023-10-20;1732.69;2079.23;payée;Prélèvement
FAC-000299;FAC-2023-000299;CMD-000314;CLI-01340;2023-10-14;2023-11-13;2023-10-24;3465.66;4158.79;payée;Prélèvement
FAC-000300;FAC-2023-000300;CMD-000315;CLI-01952;2023-10-13;2023-11-12;2024-01-21;2608.43;3130.12;payée;Prélèvement
FAC-000301;FAC-2023-000301;CMD-000316;CLI-01840;2023-09-29;2023-10-29;2023-10-24;738;885.6;payée;Prélèvement
FAC-000302;FAC-2023-000302;CMD-000317;CLI-00253;2023-10-04;2023-11-03;2023-11-29;3677.86;4413.43;payée;Virement
FAC-000303;FAC-2023-000303;CMD-000318;CLI-00737;2023-09-29;2023-10-29;2023-10-17;242.23;290.68;payée;Carte
FAC-000304;FAC-2023-000304;CMD-000319;CLI-00644;2023-09-27;2023-10-27;2023-10-27;31.14;37.37;payée;Carte
FAC-000305;FAC-2023-000305;CMD-000320;CLI-01650;2023-10-08;2023-11-07;2023-11-24;2567.94;3081.53;payée;Virement
FAC-000306;FAC-2023-000306;CMD-000321;CLI-01847;2023-10-14;2023-11-13;2023-11-21;3912.9;4695.48;payée;Chèque
FAC-000307;FAC-2023-000307;CMD-000322;CLI-01055;2023-10-05;2023-11-04;2023-10-22;21923.37;26308.04;payée;Virement
FAC-000308;FAC-2023-000308;CMD-000323;CLI-01264;2023-10-17;2023-11-16;2023-11-08;2415.56;2898.67;payée;Prélèvement
FAC-000309;FAC-2023-000309;CMD-000324;CLI-00540;2023-10-17;2023-11-16;2023-11-07;8111.54;9733.85;payée;Chèque
FAC-000310;FAC-2023-000310;CMD-000325;CLI-00438;2023-10-14;2023-11-13;2023-10-24;15188.25;18225.9;payée;Prélèvement
FAC-000311;FAC-2023-000311;CMD-000326;CLI-00856;2023-10-06;2023-11-05;2023-10-29;13423.96;16108.75;payée;Chèque
FAC-000312;FAC-2023-000312;CMD-000327;CLI-01924;2023-10-07;2023-11-06;2023-11-04;3499.79;4199.75;payée;Prélèvement
FAC-000313;FAC-2023-000313;CMD-000328;CLI-01645;2023-10-08;2023-11-07;2023-11-20;95.37;114.44;payée;Chèque
FAC-000314;FAC-2023-000314;CMD-000329;CLI-00356;2023-10-10;2023-11-09;2023-11-03;3677.06;4412.47;payée;Carte
FAC-000315;FAC-2023-000315;CMD-000330;CLI-01734;2023-09-27;2023-10-27;2023-10-15;4440;5328;payée;Carte
FAC-000316;FAC-2023-000316;CMD-000331;CLI-01820;2023-10-01;2023-10-31;2023-10-17;2.27;2.72;payée;Virement
FAC-000317;FAC-2023-000317;CMD-000332;CLI-01911;2023-10-17;2023-11-16;;8820.33;10584.4;en retard;Virement
FAC-000318;FAC-2023-000318;CMD-000333;CLI-00430;2023-10-05;2023-11-04;2023-10-27;8228.98;9874.78;payée;Virement
FAC-000319;FAC-2023-000319;CMD-000334;CLI-01464;2023-10-15;2023-11-14;;5808.56;6970.27;en retard;Chèque
FAC-000320;FAC-2023-000320;CMD-000335;CLI-01014;2023-09-29;2023-10-29;2024-01-06;2276.95;2732.34;payée;Prélèvement
FAC-000321;FAC-2023-000321;CMD-000336;CLI-01351;2023-10-11;2023-11-10;2023-11-10;59.38;71.26;payée;Prélèvement
FAC-000322;FAC-2023-000322;CMD-000337;CLI-00864;2023-10-03;2023-11-02;2023-11-04;14824.56;17789.47;payée;Virement
FAC-000323;FAC-2023-000323;CMD-000338;CLI-01515;2023-10-03;2023-11-02;2023-10-30;20444.78;24533.74;payée;Chèque
FAC-000324;FAC-2023-000324;CMD-000339;CLI-02240;2023-10-02;2023-11-01;2023-10-24;8304.5;9965.4;payée;Carte
FAC-000325;FAC-2023-000325;CMD-000340;CLI-02461;2023-10-10;2023-11-09;2023-11-05;600.58;720.7;payée;Carte
FAC-000326;FAC-2023-000326;CMD-000341;CLI-02500;2023-10-03;2023-11-02;2023-10-26;3736.71;4484.05;payée;Chèque
FAC-000327;FAC-2023-000327;CMD-000342;CLI-00713;2023-10-05;2023-11-04;2023-10-21;797.21;956.65;payée;Chèque
FAC-000328;FAC-2023-000328;CMD-000343;CLI-00902;2023-10-06;2023-11-05;;53.66;64.39;en retard;Chèque
FAC-000329;FAC-2023-000329;CMD-000344;CLI-01339;2023-10-19;2023-11-18;;1122.5;1347;en retard;Carte
FAC-000330;FAC-2023-000330;CMD-000345;CLI-01747;2023-10-03;2023-11-02;2023-10-16;5113.62;6136.34;payée;Chèque
FAC-000331;FAC-2023-000331;CMD-000346;CLI-02456;2023-10-05;2023-11-04;2023-11-01;2080.44;2496.53;payée;Chèque
FAC-000332;FAC-2023-000332;CMD-998210;CLI-01698;2023-10-05;2023-11-04;2023-10-18;664.79;797.75;payée;Virement
FAC-000333;FAC-2023-000333;CMD-000348;CLI-01412;2023-10-05;2023-11-04;2023-10-18;1880.32;2256.38;payée;Carte
FAC-000334;FAC-2023-000334;CMD-000349;CLI-00072;2023-10-13;2023-11-12;2023-11-14;2268.84;2722.61;payée;Chèque
FAC-000335;FAC-2023-000335;CMD-000350;CLI-01124;2023-10-11;2023-11-10;2023-10-29;484.37;581.24;payée;Virement
FAC-000336;FAC-2023-000336;CMD-000351;CLI-02154;2023-10-01;2023-10-31;2023-10-11;4257.15;5108.58;payée;Prélèvement
FAC-000337;FAC-2023-000337;CMD-000352;CLI-01238;2023-10-14;2023-11-13;2024-01-11;3648.2;4377.84;payée;Carte
FAC-000338;FAC-2023-000338;CMD-000353;CLI-00630;2023-10-12;2023-11-11;2023-10-30;11773.97;14128.76;payée;Chèque
FAC-000339;FAC-2023-000339;CMD-000354;CLI-02079;2023-10-19;2023-11-18;2023-11-14;23356.21;28027.45;payée;Prélèvement
FAC-000340;FAC-2023-000340;CMD-000355;CLI-01646;2023-10-09;2023-11-08;2023-11-10;3093.8;3712.56;payée;Virement
FAC-000341;FAC-2023-000341;CMD-000357;CLI-00507;2023-10-02;2023-11-01;2023-11-17;2073.81;2488.57;payée;Carte
FAC-000342;FAC-2023-000342;CMD-000358;CLI-00345;2023-10-13;2023-11-12;2023-11-18;116.39;139.67;payée;Prélèvement
FAC-000343;FAC-2023-000343;CMD-000359;CLI-01107;2023-10-14;2023-11-13;2023-11-02;1185.67;1422.8;payée;Prélèvement
FAC-000344;FAC-2023-000344;CMD-000360;CLI-02004;2023-09-30;2023-10-30;2023-12-27;72.32;86.78;payée;Virement
FAC-000345;FAC-2023-000345;CMD-000361;CLI-01071;2023-10-03;2023-11-02;2023-10-28;11823.59;14188.31;payée;Carte
FAC-000346;FAC-2023-000346;CMD-000362;CLI-00244;2023-10-18;2023-11-17;2023-11-23;6897.66;8277.19;payée;Carte
FAC-000347;FAC-2023-000347;CMD-000363;CLI-00524;2023-10-09;2023-11-08;2023-10-31;1361.9;1634.28;payée;Chèque
FAC-000348;FAC-2023-000348;CMD-000364;CLI-01479;2023-10-12;2023-11-11;;0;0;en retard;Carte
FAC-000349;FAC-2023-000349;CMD-000366;CLI-01637;2023-10-11;2023-11-10;;9291.76;11150.11;en retard;Chèque
FAC-000350;FAC-2023-000350;CMD-000367;CLI-00132;2023-10-08;2023-11-07;2023-10-18;73.03;87.64;payée;Prélèvement
FAC-000351;FAC-2023-000351;CMD-000368;CLI-00619;2023-10-16;2023-11-15;2023-10-26;9177.88;11013.46;payée;Prélèvement
FAC-000352;FAC-2023-000352;CMD-000369;CLI-02245;2023-10-16;2023-11-15;2023-11-14;26893.79;32272.55;payée;Chèque
FAC-000353;FAC-2023-000353;CMD-000370;CLI-00251;2023-10-14;2023-11-13;;123.87;148.64;en retard;Virement
FAC-000354;FAC-2023-000354;CMD-000371;CLI-01464;2023-10-13;2023-11-12;;6406.32;7687.58;en retard;Prélèvement
FAC-000355;FAC-2023-000355;CMD-000372;CLI-01329;2023-10-03;2023-11-02;2023-10-29;105.66;126.79;payée;Virement
FAC-000356;FAC-2023-000356;CMD-000373;CLI-00282;2023-10-10;2023-11-09;2023-11-05;413.41;496.09;payée;Chèque
FAC-000357;FAC-2023-000357;CMD-000374;CLI-00709;2023-10-07;2023-11-06;2023-10-20;158.34;190.01;payée;Chèque
FAC-000358;FAC-2023-000358;CMD-000375;CLI-01057;2023-10-06;2023-11-05;2024-01-06;791.96;950.35;payée;Prélèvement
FAC-000359;FAC-2023-000359;CMD-000376;CLI-00734;2023-10-07;2023-11-06;2023-12-11;2313.82;2776.58;payée;Prélèvement
FAC-000360;FAC-2023-000360;CMD-000377;CLI-02332;2023-10-15;2023-11-14;2023-11-08;1535.88;1843.06;payée;Virement
FAC-000361;FAC-2023-000361;CMD-000378;CLI-01479;2023-10-10;2023-11-09;2023-10-28;299.3;359.16;payée;Virement
FAC-000362;FAC-2023-000362;CMD-000379;CLI-01674;2023-10-03;2023-11-02;2023-10-25;427.52;513.02;payée;Virement
FAC-000363;FAC-2023-000363;CMD-000380;CLI-02229;2023-10-07;2023-11-06;2023-10-30;13668.74;16402.49;payée;Carte
FAC-000364;FAC-2023-000364;CMD-000381;CLI-01609;2023-10-05;2023-11-04;2023-10-19;21736.56;26083.87;payée;Virement
FAC-000365;FAC-2023-000365;CMD-000382;CLI-02199;2023-10-15;2023-11-14;2024-01-30;3067.18;3680.62;payée;Prélèvement
FAC-000366;FAC-2023-000366;CMD-000383;CLI-00598;2023-10-08;2023-11-07;2023-10-18;745.21;894.25;payée;Prélèvement
FAC-000367;FAC-2023-000367;CMD-000384;CLI-00410;2023-10-15;2023-11-14;2023-11-07;18840.71;22608.85;payée;Carte
FAC-000368;FAC-2023-000368;CMD-000385;CLI-02148;2023-10-21;2023-11-20;2023-11-16;3687.87;4425.44;payée;Chèque
FAC-000369;FAC-2023-000369;CMD-000386;CLI-00232;2023-10-10;2023-11-09;2023-11-04;2371.09;2845.31;payée;Virement
FAC-000370;FAC-2023-000370;CMD-000387;CLI-02058;2023-10-17;2023-11-16;2023-11-08;2517.36;3020.83;payée;Carte
FAC-000371;FAC-2023-000371;CMD-000388;CLI-00481;2023-10-17;2023-11-16;2024-01-16;846;1015.2;payée;Carte
FAC-000372;FAC-2023-000372;CMD-000389;CLI-00670;2023-10-12;2023-11-11;;0;0;en retard;Chèque
FAC-000373;FAC-2023-000373;CMD-000390;CLI-00176;2023-10-21;2023-11-20;2023-11-14;4053.62;4864.34;payée;Chèque
FAC-000374;FAC-2023-000374;CMD-000391;CLI-00248;2023-10-20;2023-11-19;;1522.47;1826.96;en retard;Virement
FAC-000375;FAC-2023-000375;CMD-000392;CLI-00003;2023-10-01;2023-10-31;2023-10-24;1414.05;1696.86;payée;Chèque
FAC-000376;FAC-2023-000376;CMD-000393;CLI-02429;2023-10-06;2023-11-05;2023-11-03;564.28;677.14;payée;Chèque
FAC-000377;FAC-2023-000377;CMD-000394;CLI-02086;2023-10-01;2023-10-31;2023-10-15;9481.23;11377.48;payée;Carte
FAC-000378;FAC-2023-000378;CMD-000395;CLI-00793;2023-10-02;2023-11-01;2023-10-24;2874.29;3449.15;payée;Prélèvement
FAC-000379;FAC-2023-000379;CMD-000396;CLI-02481;2023-10-14;2023-11-13;;727.68;873.22;en retard;Virement
FAC-000380;FAC-2023-000380;CMD-000397;CLI-02081;2023-10-06;2023-11-05;2024-01-07;66.06;79.27;payée;Chèque
FAC-000381;FAC-2023-000381;CMD-000398;CLI-01668;2023-10-05;2023-11-04;2023-10-27;3551.08;4261.3;payée;Chèque
FAC-000382;FAC-2023-000382;CMD-000399;CLI-01411;2023-10-22;2023-11-21;2024-02-07;3708.16;4449.79;payée;Prélèvement
FAC-000383;FAC-2023-000383;CMD-000400;CLI-02073;2023-10-21;2023-11-20;2023-12-31;4977.14;5972.57;payée;Chèque
FAC-000384;FAC-2023-000384;CMD-000401;CLI-00764;2023-10-16;2023-11-15;2023-11-14;79.98;95.98;payée;Chèque
FAC-000385;FAC-2023-000385;CMD-000402;CLI-02194;2023-10-02;2023-11-01;2023-10-28;12357.46;14828.95;payée;Virement
FAC-000386;FAC-2023-000386;CMD-000403;CLI-01763;2023-10-21;2023-11-20;2024-02-05;111.37;133.64;payée;Prélèvement
FAC-000387;FAC-2023-000387;CMD-000404;CLI-01081;2023-10-10;2023-11-09;2023-12-22;7921.26;9505.51;payée;Virement
FAC-000388;FAC-2023-000388;CMD-000405;CLI-00519;2023-10-11;2023-11-10;2023-10-28;89.98;107.98;payée;Prélèvement
FAC-000389;FAC-2023-000389;CMD-000406;CLI-00068;2023-10-08;2023-11-07;2023-10-30;3100.94;3721.13;payée;Prélèvement
FAC-000390;FAC-2023-000390;CMD-000407;CLI-02393;2023-10-08;2023-11-07;2023-10-19;3855.55;4626.66;payée;Chèque
FAC-000391;FAC-2023-000391;CMD-992854;CLI-02347;2023-10-04;2023-11-03;2023-11-13;2125.39;2550.47;payée;Chèque
FAC-000392;FAC-2023-000392;CMD-000409;CLI-01897;2023-10-19;2023-11-18;2024-01-01;18506.71;22208.05;payée;Prélèvement
FAC-000393;FAC-2023-000393;CMD-000410;CLI-01818;2023-10-16;2023-11-15;2023-11-05;22587.43;27104.92;payée;Prélèvement
FAC-000394;FAC-2023-000394;CMD-000411;CLI-01004;2023-10-03;2023-11-02;2023-11-15;5225.27;6270.32;payée;Virement
FAC-000395;FAC-2023-000395;CMD-000412;CLI-01448;2023-10-12;2023-11-11;2023-11-07;5838.9;7006.68;payée;Virement
FAC-000396;FAC-2023-000396;CMD-000413;CLI-01496;2023-10-18;2023-11-17;2024-01-06;12740.26;15288.31;payée;Carte
FAC-000397;FAC-2023-000397;CMD-000414;CLI-00876;2023-10-02;2023-11-01;2023-10-12;12603.33;15124;payée;Prélèvement
FAC-000398;FAC-2023-000398;CMD-000415;CLI-01566;2023-10-15;2023-11-14;2023-11-13;66.22;79.46;payée;Prélèvement
FAC-000399;FAC-2023-000399;CMD-000416;CLI-02264;2023-10-09;2023-11-08;2023-10-19;275.35;330.42;payée;Carte
FAC-000400;FAC-2023-000400;CMD-000417;CLI-00490;2023-10-22;2023-11-21;2023-11-11;0;0;payée;Virement
FAC-000401;FAC-2023-000401;CMD-000418;CLI-00630;2023-10-20;2023-11-19;2023-12-31;14873.44;17848.13;payée;Carte
FAC-000402;FAC-2023-000402;CMD-000419;CLI-02019;2023-10-17;2023-11-16;2023-10-28;75.7;90.84;payée;Chèque
FAC-000403;FAC-2023-000403;CMD-000420;CLI-00054;2023-10-17;2023-11-16;2023-11-05;97.96;117.55;payée;Virement
