id_releve;id_site;horodatage;energie_kwh;puissance_max_kw;temperature_c;qualite_mesure
REL-0000335;SIT-00001;2025-09-23 23:00:00;30.85;61.3;10.3;valide
REL-0000336;SIT-00001;2025-09-24 00:00:00;24.54;43.8;12.3;valide
REL-0000337;SIT-00001;2025-09-24 01:00:00;24.08;42.6;11.3;valide
REL-0000338;SIT-00001;2025-09-24 02:00:00;25.7;50.6;10.8;valide
REL-0000339;SIT-00001;2025-09-24 03:00:00;22.45;40.6;12;valide
REL-0000340;SIT-00001;2025-09-24 04:00:00;22.41;38.3;11.9;valide
REL-0000341;SIT-00001;2025-09-24 05:00:00;22.72;49.8;13;valide
REL-0000342;SIT-00001;2025-09-24 06:00:00;60.45;117.7;14.7;valide
REL-0000343;SIT-00001;2025-09-24 07:00:00;63.61;137.8;15.1;valide
REL-0000344;SIT-00001;2025-09-24 08:00:00;117.97;202.4;15;valide
REL-0000345;SIT-00001;2025-09-24 09:00:00;111.68;222.5;19.3;valide
REL-0000346;SIT-00001;2025-09-24 10:00:00;103.21;212.1;19.4;estimée
REL-0000347;SIT-00001;2025-09-24 11:00:00;113.99;222.4;19.9;valide
REL-0000348;SIT-00001;2025-09-24 12:00:00;96.19;190.4;20;valide
REL-0000349;SIT-00001;2025-09-24 13:00:00;94.43;184.8;19.3;valide
REL-0000350;SIT-00001;2025-09-24 14:00:00;105.17;212.9;20;valide
REL-0000351;SIT-00001;2025-09-24 15:00:00;103.63;218.2;18.7;valide
REL-0000352;SIT-00001;2025-09-24 16:00:00;108.33;233.5;18.8;valide
REL-0000353;SIT-00001;2025-09-24 17:00:00;103.08;218.2;16.6;valide
REL-0000354;SIT-00001;2025-09-24 18:00:00;71.08;140.3;16.7;valide
REL-0000355;SIT-00001;2025-09-24 19:00:00;61.3;106.6;14.5;valide
REL-0000356;SIT-00001;2025-09-24 20:00:00;62.55;88.4;13.8;valide
REL-0000357;SIT-00001;2025-09-24 21:00:00;35.01;49.4;11.1;valide
REL-0000358;SIT-00001;2025-09-24 22:00:00;31.05;60.2;8.8;valide
REL-0000359;SIT-00001;2025-09-24 23:00:00;31.99;66.6;12.9;valide
REL-0000360;SIT-00001;2025-09-25 00:00:00;25.91;55.2;11.9;valide
REL-0000361;SIT-00001;2025-09-25 01:00:00;23.73;40.9;10.8;valide
REL-0000362;SIT-00001;2025-09-25 02:00:00;24.6;37.8;9.2;valide
REL-0000363;SIT-00001;2025-09-25 03:00:00;25.87;53.8;10.9;valide
REL-0000364;SIT-00001;2025-09-25 04:00:00;25.69;53.4;13.4;valide
REL-0000365;SIT-00001;2025-09-25 05:00:00;25.8;37.6;12.3;valide
REL-0000366;SIT-00001;2025-09-25 06:00:00;60.47;120.2;14.6;valide
REL-0000367;SIT-00001;2025-09-25 07:00:00;64.76;105;16.9;valide
REL-0000368;SIT-00001;2025-09-25 08:00:00;103.16;184.4;18.6;valide
REL-0000369;SIT-00001;2025-09-25 09:00:00;114.89;204.9;18.3;valide
REL-0000370;SIT-00001;2025-09-25 10:00:00;113.64;192.2;17.3;valide
REL-0000371;SIT-00001;2025-09-25 11:00:00;114.73;240.7;17;valide
REL-0000372;SIT-00001;2025-09-25 12:00:00;98.38;153.5;15.4;estimée
REL-0000373;SIT-00001;2025-09-25 13:00:00;98;204.1;19;valide
REL-0000374;SIT-00001;2025-09-25 14:00:00;112.97;161.2;19.1;valide
REL-0000375;SIT-00001;2025-09-25 15:00:00;105.04;193;18.3;valide
REL-0000376;SIT-00001;2025-09-25 16:00:00;109.6;193.1;18.7;valide
REL-0000377;SIT-00001;2025-09-25 17:00:00;106.11;175.5;15.2;valide
REL-0000378;SIT-00001;2025-09-25 18:00:00;66.09;118.6;14.1;valide
REL-0000379;SIT-00001;2025-09-25 19:00:00;65.79;111.6;15.7;valide
REL-0000380;SIT-00001;2025-09-25 20:00:00;62.35;122.6;12.9;valide
REL-0000381;SIT-00001;2025-09-25 21:00:00;34.94;60.9;11.4;valide
REL-0000382;SIT-00001;2025-09-25 22:00:00;33.03;56.6;10.2;valide
REL-0000383;SIT-00001;2025-09-25 23:00:00;35.42;72;11.3;valide
REL-0000384;SIT-00001;2025-09-26 00:00:00;23.03;37.7;9.4;valide
REL-0000385;SIT-00001;2025-09-26 01:00:00;22.87;42.5;8.6;valide
REL-0000386;SIT-00001;2025-09-26 02:00:00;24.95;39.7;10.6;valide
REL-0000387;SIT-00001;2025-09-26 03:00:00;22.94;45.1;9.5;valide
REL-0000388;SIT-00001;2025-09-26 04:00:00;25.42;46.8;12.4;valide
REL-0000389;SIT-00001;2025-09-26 05:00:00;24.31;47.9;15.7;valide
REL-0000390;SIT-00001;2025-09-26 06:00:00;60.96;119.1;13.7;valide
REL-0000391;SIT-00001;2025-09-26 07:00:00;58.93;128.2;16.3;estimée
REL-0000392;SIT-00001;2025-09-26 08:00:00;119.67;211.5;16.5;valide
REL-0000393;SIT-00001;2025-09-26 09:00:00;113.43;246.5;18.6;valide
REL-0000394;SIT-00001;2025-09-26 10:00:00;111.36;166.3;19.4;valide
REL-0000395;SIT-00001;2025-09-26 11:00:00;118.52;181.2;19.4;valide
REL-0000396;SIT-00001;2025-09-26 12:00:00;93.2;176.5;18.7;valide
REL-0000397;SIT-00001;2025-09-26 13:00:00;97.73;190.6;19.6;valide
REL-0000398;SIT-00001;2025-09-26 14:00:00;102.69;223.9;18;valide
REL-0000399;SIT-00001;2025-09-26 15:00:00;105.15;180.6;19.3;valide
REL-0000400;SIT-00001;2025-09-26 16:00:00;120.13;241;17.2;valide
REL-0000401;SIT-00001;2025-09-26 17:00:00;107.8;201.5;15.8;valide
REL-0000402;SIT-00001;2025-09-26 18:00:00;61.59;118.4;14.7;valide
REL-0000403;SIT-00001;2025-09-26 19:00:00;64.65;126.2;13.9;valide
REL-0000404;SIT-00001;2025-09-26 20:00:00;70.25;146.8;12.8;valide
REL-0000405;SIT-00001;2025-09-26 21:00:00;33.8;48.7;11.8;valide
REL-0000406;SIT-00001;2025-09-26 22:00:00;31.71;50.3;14.3;valide
REL-0000407;SIT-00001;2025-09-26 23:00:00;33.34;48.2;9.4;valide
REL-0000408;SIT-00001;2025-09-27 00:00:00;10.49;15.4;8.9;valide
REL-0000409;SIT-00001;2025-09-27 01:00:00;9.12;17.8;13.7;valide
REL-0000410;SIT-00001;2025-09-27 02:00:00;9.68;18.7;10.4;valide
REL-0000411;SIT-00001;2025-09-27 03:00:00;9.97;15;11.1;valide
REL-0000412;SIT-00001;2025-09-27 04:00:00;10.53;17.2;12.5;valide
REL-0000413;SIT-00001;2025-09-27 05:00:00;9.16;16.6;15.4;valide
REL-0000414;SIT-00001;2025-09-27 06:00:00;25.75;45.4;14.3;valide
REL-0000415;SIT-00001;2025-09-27 07:00:00;26.5;53.9;16.8;valide
REL-0000416;SIT-00001;2025-09-27 08:00:00;46.79;83.5;16.9;valide
REL-0000417;SIT-00001;2025-09-27 09:00:00;45.61;68.5;16.9;valide
REL-0000418;SIT-00001;2025-09-27 10:00:00;43.96;94.5;18.1;valide
REL-0000419;SIT-00001;2025-09-27 11:00:00;44.44;81.2;18.4;valide
REL-0000420;SIT-00001;2025-09-27 12:00:00;36.17;65.8;18.1;valide
REL-0000421;SIT-00001;2025-09-27 13:00:00;37.21;53.4;19.7;valide
REL-0000422;SIT-00001;2025-09-27 14:00:00;42.68;67.3;17.7;valide
REL-0000423;SIT-00001;2025-09-27 15:00:00;44.4;72.2;19;valide
REL-0000424;SIT-00001;2025-09-27 16:00:00;44.65;66.4;17.7;valide
REL-0000425;SIT-00001;2025-09-27 17:00:00;42.71;88.2;14.5;valide
REL-0000426;SIT-00001;2025-09-27 18:00:00;26.59;54.1;13.9;valide
REL-0000427;SIT-00001;2025-09-27 19:00:00;25.65;46.8;15;valide
REL-0000428;SIT-00001;2025-09-27 20:00:00;24.79;46.9;12.1;valide
REL-0000429;SIT-00001;2025-09-27 21:00:00;12.5;25.8;10.2;valide
REL-0000430;SIT-00001;2025-09-27 22:00:00;12.77;22.1;9.7;valide
REL-0000431;SIT-00001;2025-09-27 23:00:00;12.42;22.4;12.5;valide
REL-0000432;SIT-00001;2025-09-28 00:00:00;10.2;20.1;10.9;valide
REL-0000433;SIT-00001;2025-09-28 01:00:00;9.3;16;11;valide
REL-0000434;SIT-00001;2025-09-28 02:00:00;9.41;15;9.9;valide
REL-0000435;SIT-00001;2025-09-28 03:00:00;10.17;16.7;12.3;valide
REL-0000436;SIT-00001;2025-09-28 04:00:00;10.65;15.8;12.8;valide
REL-0000437;SIT-00001;2025-09-28 05:00:00;10.51;19.3;12.8;valide
REL-0000438;SIT-00001;2025-09-28 06:00:00;25.2;47.1;15.1;valide
REL-0000439;SIT-00001;2025-09-28 07:00:00;25.77;49.9;13.7;valide
REL-0000440;SIT-00001;2025-09-28 08:00:00;44.63;91.7;16.2;valide
REL-0000441;SIT-00001;2025-09-28 09:00:00;45.62;80.1;18.3;valide
REL-0000442;SIT-00001;2025-09-28 10:00:00;48.37;73.5;17.6;valide
REL-0000443;SIT-00001;2025-09-28 11:00:00;43.7;76.8;20.3;valide
REL-0000444;SIT-00001;2025-09-28 12:00:00;36.38;78.9;18.6;valide
REL-0000445;SIT-00001;2025-09-28 13:00:00;36.02;54.9;17.5;valide
REL-0000446;SIT-00001;2025-09-28 14:00:00;46.37;86.7;18;valide
REL-0000447;SIT-00001;2025-09-28 15:00:00;46.02;83;17.8;valide
REL-0000448;SIT-00001;2025-09-28 16:00:00;48.36;72.6;17.1;valide
REL-0000449;SIT-00001;2025-09-28 17:00:00;42.1;69.7;16.5;valide
REL-0000450;SIT-00001;2025-09-28 18:00:00;28.43;40.4;14.8;valide
REL-0000451;SIT-00001;2025-09-28 19:00:00;26.48;43.6;13.2;valide
REL-0000452;SIT-00001;2025-09-28 20:00:00;27.17;53.8;8.9;valide
REL-0000453;SIT-00001;2025-09-28 21:00:00;14.17;20.5;12.6;valide
REL-0000454;SIT-00001;2025-09-28 22:00:00;14.3;20.6;9.8;valide
REL-0000455;SIT-00001;2025-09-28 23:00:00;12.69;23.2;10;valide
REL-0000456;SIT-00001;2025-09-29 00:00:00;24.93;37;11.5;estimée
REL-0000457;SIT-00001;2025-09-29 01:00:00;26.14;50.6;8.9;valide
REL-0000458;SIT-00001;2025-09-29 02:00:00;22.95;35.3;10.3;valide
REL-0000459;SIT-00001;2025-09-29 03:00:00;23.59;37.4;9.5;valide
REL-0000460;SIT-00001;2025-09-29 04:00:00;22.98;41.5;12.6;valide
REL-0000461;SIT-00001;2025-09-29 05:00:00;25.54;40.3;13.2;valide
REL-0000462;SIT-00001;2025-09-29 06:00:00;60.21;122.3;13.1;valide
REL-0000463;SIT-00001;2025-09-29 07:00:00;64.53;94.6;15.8;valide
REL-0000464;SIT-00001;2025-09-29 08:00:00;116.95;253.6;16.4;valide
REL-0000465;SIT-00001;2025-09-29 09:00:00;107.08;217.6;16.8;valide
REL-0000466;SIT-00001;2025-09-29 10:00:00;110.28;223.2;17.4;valide
REL-0000467;SIT-00001;2025-09-29 11:00:00;107.22;211.5;20.6;valide
REL-0000468;SIT-00001;2025-09-29 12:00:00;92.53;138;16.8;valide
REL-0000469;SIT-00001;2025-09-29 13:00:00;94.44;191.6;16.2;valide
REL-0000470;SIT-00001;2025-09-29 14:00:00;118.35;195.6;17.4;valide
REL-0000471;SIT-00001;2025-09-29 15:00:00;110.05;202.8;16.1;valide
REL-0000472;SIT-00001;2025-09-29 16:00:00;120.24;192.4;15.1;valide
REL-0000473;SIT-00001;2025-09-29 17:00:00;106.67;204.8;12.7;valide
REL-0000474;SIT-00001;2025-09-29 18:00:00;64.77;117.1;15.2;valide
REL-0000475;SIT-00001;2025-09-29 19:00:00;64.21;121;13.9;valide
REL-0000476;SIT-00001;2025-09-29 20:00:00;71.31;152.8;10.8;valide
REL-0000477;SIT-00001;2025-09-29 21:00:00;31.44;52;12.8;valide
REL-0000478;SIT-00001;2025-09-29 22:00:00;35.49;50.3;10.1;valide
REL-0000479;SIT-00001;2025-09-29 23:00:00;33.7;53.5;8.2;valide
REL-0000480;SIT-00001;2025-09-30 00:00:00;24.36;52.3;12;valide
REL-0000481;SIT-00001;2025-09-30 01:00:00;24.11;38.1;9.3;valide
REL-0000482;SIT-00001;2025-09-30 02:00:00;25.33;54.6;9.5;valide
REL-0000483;SIT-00001;2025-09-30 03:00:00;25.61;40.9;10.3;valide
REL-0000484;SIT-00001;2025-09-30 04:00:00;26.36;55.7;11.4;valide
REL-0000485;SIT-00001;2025-09-30 05:00:00;26.91;48.7;11.8;valide
REL-0000486;SIT-00001;2025-09-30 06:00:00;59.04;101.5;15.6;estimée
REL-0000487;SIT-00001;2025-09-30 07:00:00;59.25;106.8;16.3;valide
REL-0000488;SIT-00001;2025-09-30 08:00:00;111.43;199.3;17.1;valide
REL-0000489;SIT-00001;2025-09-30 09:00:00;122.9;199.1;19;valide
REL-0000490;SIT-00001;2025-09-30 10:00:00;109.36;204;16.4;valide
REL-0000491;SIT-00001;2025-09-30 11:00:00;121.27;260.1;18;valide
REL-0000492;SIT-00001;2025-09-30 12:00:00;100.46;206.6;17.9;valide
REL-0000493;SIT-00001;2025-09-30 13:00:00;91.52;128.3;17.7;valide
REL-0000494;SIT-00001;2025-09-30 14:00:00;116.91;193.3;18.5;valide
REL-0000495;SIT-00001;2025-09-30 15:00:00;109.95;175.4;17.3;valide
REL-0000496;SIT-00001;2025-09-30 16:00:00;122.84;213.1;16.1;valide
REL-0000497;SIT-00001;2025-09-30 17:00:00;114.28;169.4;15.7;valide
REL-0000498;SIT-00001;2025-09-30 18:00:00;71.97;132;14.3;valide
REL-0000499;SIT-00001;2025-09-30 19:00:00;64.99;123.4;14.6;valide
REL-0000500;SIT-00001;2025-09-30 20:00:00;73.46;118.9;11.8;valide
REL-0000501;SIT-00001;2025-09-30 21:00:00;32.93;67.5;10.3;valide
REL-0000502;SIT-00001;2025-09-30 22:00:00;32.88;69.9;11.1;valide
REL-0000503;SIT-00001;2025-09-30 23:00:00;32.41;54.9;10.5;valide
REL-0000504;SIT-00001;2025-10-01 00:00:00;26.49;51.3;9.5;valide
REL-0000505;SIT-00001;2025-10-01 01:00:00;25.5;39.4;7.4;valide
REL-0000506;SIT-00001;2025-10-01 02:00:00;24.94;51.3;8.7;estimée
REL-0000507;SIT-00001;2025-10-01 03:00:00;25.27;54.1;11.2;valide
REL-0000508;SIT-00001;2025-10-01 04:00:00;25.98;42.7;10.2;valide
REL-0000509;SIT-00001;2025-10-01 05:00:00;24.39;44.6;15.2;valide
REL-0000510;SIT-00001;2025-10-01 06:00:00;66.5;119.9;13.7;valide
REL-0000511;SIT-00001;2025-10-01 07:00:00;64.11;96.2;15.4;valide
REL-0000512;SIT-00001;2025-10-01 08:00:00;111.97;229.2;15;valide
REL-0000513;SIT-00001;2025-10-01 09:00:00;111.18;236.7;14.5;valide
REL-0000514;SIT-00001;2025-10-01 10:00:00;118.31;181.2;18.4;valide
REL-0000515;SIT-00001;2025-10-01 11:00:00;122.92;261.5;19.4;valide
REL-0000516;SIT-00001;2025-10-01 12:00:00;103.15;160.2;18.2;valide
REL-0000517;SIT-00001;2025-10-01 13:00:00;99.75;201.5;18.8;estimée
REL-0000518;SIT-00001;2025-10-01 14:00:00;119.3;201.2;17.6;valide
REL-0000519;SIT-00001;2025-10-01 15:00:00;121.26;195.9;16.4;valide
REL-0000520;SIT-00001;2025-10-01 16:00:00;106.21;172.4;16.8;valide
REL-0000521;SIT-00001;2025-10-01 17:00:00;115.52;246;16.1;valide
REL-0000522;SIT-00001;2025-10-01 18:00:00;69.55;123.5;13.3;valide
REL-0000523;SIT-00001;2025-10-01 19:00:00;66.07;134.7;11.8;valide
REL-0000524;SIT-00001;2025-10-01 20:00:00;72.45;111.6;12;valide
REL-0000525;SIT-00001;2025-10-01 21:00:00;34.57;56.7;12.5;valide
REL-0000526;SIT-00001;2025-10-01 22:00:00;33.34;65.6;10.2;valide
REL-0000527;SIT-00001;2025-10-01 23:00:00;35.56;76.6;9.4;valide
REL-0000528;SIT-00001;2025-10-02 00:00:00;24.27;34.6;8.2;valide
REL-0000529;SIT-00001;2025-10-02 01:00:00;24.21;36.1;8.7;valide
REL-0000530;SIT-00001;2025-10-02 02:00:00;23.97;36;9.2;estimée
REL-0000531;SIT-00001;2025-10-02 03:00:00;26.16;39;11.7;valide
REL-0000532;SIT-00001;2025-10-02 04:00:00;23.82;48.3;11.3;estimée
REL-0000533;SIT-00001;2025-10-02 05:00:00;26.46;45.3;12.1;valide
REL-0000534;SIT-00001;2025-10-02 06:00:00;65.74;126.8;11;valide
REL-0000535;SIT-00001;2025-10-02 07:00:00;58.48;86.4;14.8;valide
REL-0000536;SIT-00001;2025-10-02 08:00:00;107.32;187.1;16.8;valide
REL-0000537;SIT-00001;2025-10-02 08:00:00;107.32;187.1;16.8;valide
REL-0000538;SIT-00001;2025-10-02 09:00:00;112.47;212.4;17.3;valide
REL-0000539;SIT-00001;2025-10-02 10:00:00;116.93;237.8;17.3;valide
REL-0000540;SIT-00001;2025-10-02 11:00:00;119.13;224.9;18.6;valide
REL-0000541;SIT-00001;2025-10-02 12:00:00;97.57;189.7;18.1;valide
REL-0000542;SIT-00001;2025-10-02 13:00:00;97.45;181.1;18;valide
REL-0000543;SIT-00001;2025-10-02 14:00:00;119.41;259.2;19.6;valide
REL-0000544;SIT-00001;2025-10-02 15:00:00;116.78;221;17.1;valide
REL-0000545;SIT-00001;2025-10-02 16:00:00;106.65;208.6;17;valide
REL-0000546;SIT-00001;2025-10-02 17:00:00;110.11;228.2;13.9;valide
REL-0000547;SIT-00001;2025-10-02 18:00:00;65.37;113.5;15.6;valide
REL-0000548;SIT-00001;2025-10-02 19:00:00;71.12;120;13.2;valide
REL-0000549;SIT-00001;2025-10-02 20:00:00;71.38;123.1;11.6;valide
REL-0000550;SIT-00001;2025-10-02 21:00:00;36.94;58.8;10.8;valide
REL-0000551;SIT-00001;2025-10-02 22:00:00;36.77;58.1;9.6;valide
REL-0000552;SIT-00001;2025-10-02 23:00:00;32.85;55.3;10.7;valide
REL-0000553;SIT-00001;2025-10-03 00:00:00;24.11;41.1;9.8;valide
REL-0000554;SIT-00001;2025-10-03 01:00:00;24.18;49;8.6;valide
REL-0000555;SIT-00001;2025-10-03 02:00:00;24.54;50.9;10.3;valide
REL-0000556;SIT-00001;2025-10-03 03:00:00;26.72;57.8;9.3;valide
REL-0000557;SIT-00001;2025-10-03 04:00:00;25.57;55.7;10.5;valide
REL-0000558;SIT-00001;2025-10-03 05:00:00;26.42;42.2;14.1;valide
REL-0000559;SIT-00001;2025-10-03 06:00:00;64.13;92.8;12.6;valide
REL-0000560;SIT-00001;2025-10-03 07:00:00;63.61;110.8;16.7;valide
REL-0000561;SIT-00001;2025-10-03 08:00:00;111.1;202.6;15.7;valide
REL-0000562;SIT-00001;2025-10-03 09:00:00;123.01;224.6;14.1;valide
REL-0000563;SIT-00001;2025-10-03 10:00:00;114.53;219.1;16.2;valide
REL-0000564;SIT-00001;2025-10-03 11:00:00;124.33;230.2;19.2;valide
REL-0000565;SIT-00001;2025-10-03 12:00:00;101.96;214.4;18;valide
REL-0000566;SIT-00001;2025-10-03 13:00:00;101.04;201.5;14.6;valide
REL-0000567;SIT-00001;2025-10-03 14:00:00;116.11;245.4;18.7;valide
REL-0000568;SIT-00001;2025-10-03 15:00:00;109.34;192.9;17.7;valide
REL-0000569;SIT-00001;2025-10-03 16:00:00;118.47;174.1;18.5;valide
REL-0000570;SIT-00001;2025-10-03 17:00:00;122.13;232.7;14.6;valide
REL-0000571;SIT-00001;2025-10-03 18:00:00;70.31;142;13.8;valide
REL-0000572;SIT-00001;2025-10-03 19:00:00;74.27;129.9;11;valide
REL-0000573;SIT-00001;2025-10-03 20:00:00;71.76;108.3;10.8;estimée
REL-0000574;SIT-00001;2025-10-03 21:00:00;35.68;61.7;11.2;valide
REL-0000575;SIT-00001;2025-10-03 22:00:00;37.41;80.5;9;valide
REL-0000576;SIT-00001;2025-10-03 23:00:00;33.07;53;9.9;valide
REL-0000577;SIT-00001;2025-10-04 00:00:00;10.2;20.1;8.7;valide
REL-0000578;SIT-00001;2025-10-04 01:00:00;10.19;21.5;9.9;valide
REL-0000579;SIT-00001;2025-10-04 02:00:00;9.52;19;7.6;valide
REL-0000580;SIT-00001;2025-10-04 03:00:00;9.66;20.7;9.7;valide
REL-0000581;SIT-00001;2025-10-04 04:00:00;9.94;20.8;13.2;valide
REL-0000582;SIT-00001;2025-10-04 05:00:00;9.83;18;15.3;valide
REL-0000583;SIT-00001;2025-10-04 06:00:00;23.65;34.9;13;valide
REL-0000584;SIT-00001;2025-10-04 07:00:00;26.02;55.4;14.6;valide
REL-0000585;SIT-00001;2025-10-04 08:00:00;46.98;86.6;14.6;valide
REL-0000586;SIT-00001;2025-10-04 09:00:00;48.99;79.6;14.3;valide
REL-0000587;SIT-00001;2025-10-04 10:00:00;43.41;95.2;18;valide
REL-0000588;SIT-00001;2025-10-04 11:00:00;45.02;87;16.7;valide
REL-0000589;SIT-00001;2025-10-04 12:00:00;39.52;71.1;17.1;valide
REL-0000590;SIT-00001;2025-10-04 13:00:00;39.34;76.6;18.2;valide
REL-0000591;SIT-00001;2025-10-04 14:00:00;43.9;74.3;17.3;valide
REL-0000592;SIT-00001;2025-10-04 15:00:00;43.49;72.1;15.5;valide
REL-0000593;SIT-00001;2025-10-04 16:00:00;43.1;77.5;15.2;valide
REL-0000594;SIT-00001;2025-10-04 17:00:00;48.64;97.6;13.6;valide
REL-0000595;SIT-00001;2025-10-04 18:00:00;25.71;41.9;12.5;valide
REL-0000596;SIT-00001;2025-10-04 19:00:00;29.89;63.7;12;valide
REL-0000597;SIT-00001;2025-10-04 20:00:00;29;51.2;13.2;estimée
REL-0000598;SIT-00001;2025-10-04 21:00:00;14.03;30.6;8.9;valide
REL-0000599;SIT-00001;2025-10-04 22:00:00;13.96;19.7;10.6;valide
REL-0000600;SIT-00001;2025-10-04 23:00:00;14.59;23.8;8.3;valide
REL-0000601;SIT-00001;2025-10-05 00:00:00;10.49;15.6;9.6;valide
REL-0000602;SIT-00001;2025-10-05 01:00:00;9.54;17.5;10.8;estimée
REL-0000603;SIT-00001;2025-10-05 02:00:00;9.48;17.7;11.4;valide
REL-0000604;SIT-00001;2025-10-05 03:00:00;9.88;18.4;10.4;valide
REL-0000605;SIT-00001;2025-10-05 04:00:00;9.93;20.4;12.7;valide
REL-0000606;SIT-00001;2025-10-05 05:00:00;11.1;18.6;13;valide
REL-0000607;SIT-00001;2025-10-05 06:00:00;26.12;37.1;11.8;valide
REL-0000608;SIT-00001;2025-10-05 07:00:00;24.62;48.7;15.9;valide
REL-0000609;SIT-00001;2025-10-05 08:00:00;47.32;93.6;15.2;valide
REL-0000610;SIT-00001;2025-10-05 09:00:00;44.22;78.2;14.9;valide
REL-0000611;SIT-00001;2025-10-05 10:00:00;46.36;95;17.9;valide
REL-0000612;SIT-00001;2025-10-05 11:00:00;48.02;84.6;17.9;valide
REL-0000613;SIT-00001;2025-10-05 12:00:00;41.83;76;17.8;valide
REL-0000614;SIT-00001;2025-10-05 13:00:00;39.39;70;16.9;valide
REL-0000615;SIT-00001;2025-10-05 14:00:00;49.96;77;18.2;valide
REL-0000616;SIT-00001;2025-10-05 15:00:00;46.51;66.4;15.3;valide
REL-0000617;SIT-00001;2025-10-05 16:00:00;43.99;96;17.3;valide
REL-0000618;SIT-00001;2025-10-05 17:00:00;43.23;71.6;14.9;valide
REL-0000619;SIT-00001;2025-10-05 18:00:00;27.56;41.4;14.5;valide
REL-0000620;SIT-00001;2025-10-05 19:00:00;26.73;46.2;12.9;valide
REL-0000621;SIT-00001;2025-10-05 20:00:00;25.88;40.3;12.9;valide
REL-0000622;SIT-00001;2025-10-05 21:00:00;13.14;25.8;9.6;estimée
REL-0000623;SIT-00001;2025-10-05 22:00:00;14.54;25.6;10.1;valide
REL-0000624;SIT-00001;2025-10-05 23:00:00;14.28;22.2;9.1;valide
REL-0000625;SIT-00001;2025-10-06 00:00:00;27.84;60.8;9.3;valide
REL-0000626;SIT-00001;2025-10-06 01:00:00;26.88;43.2;10.1;valide
REL-0000627;SIT-00001;2025-10-06 02:00:00;24.79;45.7;8.1;valide
REL-0000628;SIT-00001;2025-10-06 03:00:00;25.67;42.9;11.6;valide
REL-0000629;SIT-00001;2025-10-06 04:00:00;27.51;41.8;11.8;valide
REL-0000630;SIT-00001;2025-10-06 05:00:00;24.5;46;9.2;valide
REL-0000631;SIT-00001;2025-10-06 06:00:00;68.55;118.1;12.4;valide
REL-0000632;SIT-00001;2025-10-06 07:00:00;65.96;126.6;15.8;valide
REL-0000633;SIT-00001;2025-10-06 08:00:00;118.87;259.7;15.7;valide
REL-0000634;SIT-00001;2025-10-06 09:00:00;119.69;177.1;15;valide
REL-0000635;SIT-00001;2025-10-06 10:00:00;121.14;176.2;16.2;valide
REL-0000636;SIT-00001;2025-10-06 11:00:00;120.26;232.3;19.1;valide
REL-0000637;SIT-00001;2025-10-06 12:00:00;92.74;149.7;17;valide
REL-0000638;SIT-00001;2025-10-06 13:00:00;104.72;189.1;17.4;valide
REL-0000639;SIT-00001;2025-10-06 14:00:00;112.89;214.7;17.7;valide
REL-0000640;SIT-00001;2025-10-06 15:00:00;115.03;165.2;16.6;valide
REL-0000641;SIT-00001;2025-10-06 16:00:00;113.35;175.5;16.6;valide
REL-0000642;SIT-00001;2025-10-06 17:00:00;117.67;186.4;13.1;valide
REL-0000643;SIT-00001;2025-10-06 18:00:00;75.84;140.3;13.9;valide
REL-0000644;SIT-00001;2025-10-06 19:00:00;75.41;163.5;12;valide
REL-0000645;SIT-00001;2025-10-06 20:00:00;66.13;117.3;11.6;valide
REL-0000646;SIT-00001;2025-10-06 21:00:00;37.4;57.4;9.9;valide
REL-0000647;SIT-00001;2025-10-06 22:00:00;34.74;70.4;9.8;valide
REL-0000648;SIT-00001;2025-10-06 23:00:00;34.53;69.4;8;valide
REL-0000649;SIT-00001;2025-10-07 00:00:00;27.38;49.6;10.7;valide
REL-0000650;SIT-00001;2025-10-07 01:00:00;28.04;61.7;8.3;valide
REL-0000651;SIT-00001;2025-10-07 02:00:00;27.01;43.1;8.5;valide
REL-0000652;SIT-00001;2025-10-07 03:00:00;27.66;49.4;8.9;valide
REL-0000653;SIT-00001;2025-10-07 04:00:00;25.2;38;9;valide
REL-0000654;SIT-00001;2025-10-07 05:00:00;26.77;49.6;11.3;valide
REL-0000655;SIT-00001;2025-10-07 06:00:00;60.11;99;14.4;valide
REL-0000656;SIT-00001;2025-10-07 07:00:00;69.64;106.4;14.7;valide
REL-0000657;SIT-00001;2025-10-07 08:00:00;122.29;256.4;14.4;valide
REL-0000658;SIT-00001;2025-10-07 09:00:00;124.66;251.3;16.8;valide
REL-0000659;SIT-00001;2025-10-07 10:00:00;122.21;248;15.9;valide
REL-0000660;SIT-00001;2025-10-07 11:00:00;126.3;200;14.9;valide
REL-0000661;SIT-00001;2025-10-07 12:00:00;101.07;197;19.2;valide
REL-0000662;SIT-00001;2025-10-07 13:00:00;102.2;186.2;16.9;valide
REL-0000663;SIT-00001;2025-10-07 14:00:00;115.08;234.4;16.9;valide
REL-0000664;SIT-00001;2025-10-07 15:00:00;108.72;236.6;15.3;valide
REL-0000665;SIT-00001;2025-10-07 16:00:00;114.62;215.8;15;valide
REL-0000666;SIT-00001;2025-10-07 17:00:00;123.77;198.6;13.7;valide
REL-0000667;SIT-00001;2025-10-07 18:00:00;70.68;114.1;13.7;valide
REL-0000668;SIT-00001;2025-10-07 19:00:00;73.11;151;12;valide
REL-0000669;SIT-00001;2025-10-07 20:00:00;70.52;133.9;10.2;valide
